datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C1;C2;D;D1_liste;D1_summe_kandidaten;D1_summe_liste_kandidaten;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D2_liste;D2_summe_kandidaten;D2_summe_liste_kandidaten;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D3_liste;D3_summe_kandidaten;D3_summe_liste_kandidaten;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D4_liste;D4_summe_kandidaten;D4_summe_liste_kandidaten;D4_1;D4_2;D4_3;D4_4;D4_5;D5_liste;D5_summe_kandidaten;D5_summe_liste_kandidaten;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D6_liste;D6_summe_kandidaten;D6_summe_liste_kandidaten;D6_1;D7_liste;D7_summe_kandidaten;D7_summe_liste_kandidaten;D7_1;D7_2;D7_3;D7_4;D7_5;D8_liste;D8_summe_kandidaten;D8_summe_liste_kandidaten;D8_1;D8_2;D9_liste;D9_summe_kandidaten;D9_summe_liste_kandidaten;D9_1;D10_liste;D10_summe_kandidaten;D10_summe_liste_kandidaten;D10_1;D11_liste;D11_summe_kandidaten;D11_summe_liste_kandidaten;D11_1;D11_2
12.09.2021;Stadtratswahl;03403000;302;302 Gymnasium Eversten;1;1;1258;224;0;1482;420;0;13;407;1183;182;165;347;50;38;16;22;10;2;6;5;7;2;4;3;102;102;204;32;24;7;6;13;3;0;6;0;2;8;1;265;120;385;43;12;14;8;7;5;13;18;;;70;38;108;10;19;6;3;;21;13;34;7;1;2;3;0;0;;;;24;16;40;16;1;2;3;0;1;0;1;;11;6;17;6;;7;13;20;13;;;;;24;1;25;1;0
12.09.2021;Stadtratswahl;03403000;303;303 Grundschule Bloherfelde;1;1;1539;443;0;1982;747;0;12;735;2147;317;404;721;129;99;84;11;13;9;13;4;8;2;12;20;168;208;376;74;37;10;9;13;8;18;0;7;1;21;10;527;215;742;79;38;28;15;7;13;18;17;;;82;41;123;13;14;8;6;;31;25;56;17;4;0;2;1;1;;;;28;8;36;8;8;5;13;1;0;2;2;;12;10;22;10;;10;3;13;3;;;;;28;17;45;12;5
12.09.2021;Stadtratswahl;03403000;304;304 Grundschule Bloherfelde;1;1;874;257;0;1131;445;0;7;438;1284;173;181;354;62;52;23;13;8;2;6;2;5;0;2;6;105;88;193;25;15;12;2;1;2;18;2;0;0;10;1;314;169;483;71;25;14;15;5;13;13;13;;;66;27;93;15;9;2;1;;44;16;60;11;2;2;1;0;0;;;;26;5;31;5;4;6;10;3;3;0;0;;6;5;11;5;;17;7;24;7;;;;;21;4;25;3;1
12.09.2021;Stadtratswahl;03403000;305;305 Gymnasium Eversten;1;1;1094;377;0;1471;590;0;16;574;1581;221;168;389;45;57;20;5;14;2;9;2;5;3;3;3;14;135;149;52;25;10;6;9;11;2;2;2;3;8;5;433;255;688;80;76;25;23;6;12;21;12;;;109;62;171;23;27;7;5;;11;25;36;17;1;5;1;0;1;;;;34;8;42;8;3;2;5;0;1;0;1;;19;28;47;28;;11;7;18;7;;;;;30;6;36;2;4
12.09.2021;Stadtratswahl;03403000;306;306 Grundschule Wechloy;1;1;1153;396;0;1549;557;0;7;550;1623;171;164;335;51;27;33;7;11;6;4;10;6;2;1;6;97;117;214;50;22;7;3;10;3;7;7;1;2;4;1;428;296;724;120;30;39;34;8;8;30;27;;;105;31;136;11;14;1;5;;34;40;74;20;9;3;3;0;5;;;;25;10;35;10;5;5;10;1;0;1;3;;24;5;29;5;;12;14;26;14;;;;;34;6;40;4;2
12.09.2021;Stadtratswahl;03403000;307;307 BBS Haarentor;1;1;1340;395;0;1735;596;0;6;590;1745;188;171;359;63;33;12;13;19;1;10;7;4;1;0;8;97;92;189;38;27;4;4;6;2;1;0;2;1;7;0;506;205;711;52;25;29;41;9;8;26;15;;;143;92;235;34;49;5;4;;48;22;70;14;0;2;3;0;3;;;;24;10;34;10;9;3;12;3;0;0;0;;17;23;40;23;;12;7;19;7;;;;;50;26;76;21;5
12.09.2021;Stadtratswahl;03403000;308;308 Freiwillige Feuerwehr Haarentor;1;1;1271;370;0;1641;612;0;10;602;1763;207;157;364;46;24;14;14;16;5;13;6;10;1;7;1;107;121;228;31;45;5;0;13;13;2;3;0;3;6;0;490;197;687;53;26;27;35;11;6;20;19;;;122;75;197;32;27;3;13;;69;33;102;25;3;0;2;2;1;;;;18;13;31;13;3;2;5;0;1;1;0;;38;12;50;12;;34;3;37;3;;;;;47;15;62;12;3
12.09.2021;Stadtratswahl;03403000;309;309 Grundschule Babenend;1;1;1346;441;0;1787;756;0;11;745;2180;333;262;595;110;28;27;29;16;6;16;7;6;3;6;8;192;202;394;56;40;10;4;12;18;5;20;11;2;21;3;528;242;770;72;28;28;34;11;16;32;21;;;110;53;163;20;17;9;7;;51;42;93;16;6;2;4;10;4;;;;27;19;46;19;6;9;15;2;0;2;5;;18;22;40;22;;13;2;15;2;;;;;37;12;49;9;3
12.09.2021;Stadtratswahl;03403000;310;310 Grundschule Dietrichsfeld;1;1;1384;433;0;1817;682;0;13;669;1983;289;247;536;88;30;21;39;12;9;11;9;10;4;4;10;116;156;272;44;19;6;4;5;5;6;15;1;1;49;1;440;239;679;69;41;21;35;22;16;20;15;;;117;55;172;21;32;1;1;;69;36;105;14;5;4;2;1;10;;;;49;29;78;29;12;1;13;0;0;0;1;;25;8;33;8;;6;10;16;10;;;;;57;22;79;16;6
12.09.2021;Stadtratswahl;03403000;311;311 Grundschule Dietrichfeld;1;1;1270;266;0;1536;528;0;4;524;1525;227;240;467;112;34;19;20;18;3;11;10;8;1;1;3;133;113;246;31;18;5;3;3;3;8;9;3;1;28;1;287;145;432;38;23;11;29;12;8;11;13;;;92;52;144;22;23;3;4;;35;46;81;22;5;5;3;5;6;;;;32;15;47;15;11;3;14;0;0;2;1;;26;4;30;4;;14;3;17;3;;;;;30;17;47;11;6
12.09.2021;Stadtratswahl;03403000;312;312 Grundschule Babenend;1;1;1057;226;0;1283;470;0;9;461;1347;236;194;430;79;16;19;22;15;2;10;3;16;3;4;5;141;129;270;47;31;9;1;5;11;1;5;5;1;9;4;221;116;337;42;16;13;16;9;4;7;9;;;71;65;136;21;34;6;4;;41;27;68;8;5;4;2;3;5;;;;12;17;29;17;4;7;11;4;0;2;1;;4;8;12;8;;13;1;14;1;;;;;34;6;40;3;3
12.09.2021;Stadtratswahl;03403000;313;313 Grundschule Dietrichsfeld;1;1;1386;367;0;1753;504;0;15;489;1443;178;190;368;59;20;20;20;16;10;15;10;7;1;6;6;129;104;233;29;13;14;1;5;4;14;11;0;3;10;0;302;166;468;59;25;16;12;14;7;20;13;;;76;52;128;29;8;4;11;;35;29;64;21;0;4;3;1;0;;;;38;17;55;17;6;24;30;20;1;1;2;;20;18;38;18;;14;15;29;15;;;;;18;12;30;11;1
12.09.2021;Stadtratswahl;03403000;314;314 Jugendfreizeitstätte Bürgerfelde;1;1;1091;298;0;1389;520;0;5;515;1493;286;209;495;73;24;23;17;24;4;12;10;4;5;4;9;159;123;282;35;25;6;5;15;10;2;7;1;0;13;4;272;127;399;32;20;14;19;3;10;14;15;;;59;39;98;19;10;4;6;;36;36;72;21;4;2;3;3;3;;;;13;11;24;11;10;20;30;13;3;1;3;;13;5;18;5;;16;2;18;2;;;;;41;16;57;15;1
12.09.2021;Stadtratswahl;03403000;400;400 GS Alexandersfeld;1;1;822;286;0;1108;460;0;10;450;1349;196;199;395;81;17;14;15;31;6;5;14;5;7;1;3;109;138;247;74;24;15;4;3;4;1;6;4;3;;;300;167;467;47;38;13;15;13;11;4;13;9;4;41;29;70;4;15;5;5;;36;25;61;12;3;1;5;1;0;0;1;2;9;26;35;26;12;6;18;1;1;1;3;;9;4;13;2;2;10;8;18;8;0;3;3;3;17;5;22;5;
12.09.2021;Stadtratswahl;03403000;401;401 GS Alexandersfeld;1;1;1340;356;0;1696;724;0;13;711;2074;424;382;806;143;70;33;24;24;21;7;19;13;13;9;6;166;231;397;87;59;39;12;7;9;3;6;7;2;;;276;146;422;39;21;23;16;9;10;8;6;12;2;72;37;109;12;16;7;2;;80;46;126;18;6;4;11;2;1;0;2;2;61;32;93;32;6;15;21;5;4;4;2;;8;9;17;5;4;13;1;14;1;0;25;25;25;40;4;44;4;
12.09.2021;Stadtratswahl;03403000;402;402 GS Alexandersfeld;1;1;1199;299;0;1498;597;0;10;587;1711;329;244;573;83;24;25;21;17;15;6;23;9;6;11;4;158;172;330;89;22;15;9;10;7;4;5;10;1;;;314;159;473;35;32;23;14;5;9;14;18;7;2;56;34;90;10;14;4;6;;61;38;99;19;4;1;3;2;1;1;0;7;39;30;69;30;5;1;6;0;0;1;0;;8;1;9;1;0;17;7;24;7;0;22;22;22;15;1;16;1;
12.09.2021;Stadtratswahl;03403000;403;403 Oberschule Ofenerdiek;1;1;1224;361;0;1585;533;0;7;526;1538;298;303;601;119;34;68;19;7;12;10;10;5;10;8;1;94;151;245;66;32;19;8;3;4;3;3;5;8;;;241;116;357;40;26;8;8;6;7;2;9;10;0;39;31;70;14;6;9;2;;42;39;81;8;4;2;12;3;7;0;1;2;36;22;58;22;3;3;6;1;2;0;0;;12;2;14;1;1;5;2;7;2;0;78;78;78;13;8;21;8;
12.09.2021;Stadtratswahl;03403000;404;404 Oberschule Ofenerdiek;1;1;1118;342;0;1460;555;0;19;536;1576;252;345;597;98;37;105;30;29;14;8;9;2;6;6;1;102;189;291;95;32;29;6;6;5;5;4;4;3;;;200;132;332;28;34;17;11;10;5;6;14;4;3;57;23;80;10;5;5;3;;35;44;79;15;2;9;3;10;1;0;2;2;31;36;67;36;2;4;6;2;1;0;1;;20;7;27;3;4;9;9;18;9;0;50;50;50;24;5;29;5;
12.09.2021;Stadtratswahl;03403000;405;405 Oberschule Ofenerdiek;1;1;1162;298;0;1460;510;0;5;505;1487;268;290;558;80;18;89;19;20;15;7;6;5;15;12;4;124;162;286;63;27;30;12;7;4;0;8;9;2;;;210;108;318;36;22;12;13;2;6;2;10;5;0;46;31;77;10;14;6;1;;53;33;86;14;6;3;1;1;0;3;0;5;44;26;70;26;10;7;17;2;2;2;1;;6;3;9;2;1;4;0;4;0;0;32;32;32;14;16;30;16;
12.09.2021;Stadtratswahl;03403000;406;406 Oberschule Ofenerdiek;1;1;1239;388;0;1627;606;0;30;576;1714;341;341;682;111;26;115;26;17;10;3;7;10;8;3;5;110;170;280;75;41;22;7;2;7;6;7;3;0;;;298;176;474;41;45;20;19;3;11;3;22;8;4;57;16;73;9;4;1;2;;50;51;101;10;7;2;3;6;3;7;5;8;24;19;43;19;0;1;1;1;0;0;0;;13;8;21;3;5;6;0;6;0;0;19;19;19;12;2;14;2;
12.09.2021;Stadtratswahl;03403000;407;407 Oberschule Ofenerdiek;1;1;1128;334;0;1462;546;0;5;541;1593;239;225;464;81;26;48;19;8;3;3;11;4;12;10;0;163;246;409;99;53;26;17;5;13;1;8;4;20;;;285;114;399;33;27;12;7;2;11;3;14;5;0;45;22;67;7;9;4;2;;30;37;67;9;2;1;3;7;3;8;1;3;44;42;86;42;0;6;6;3;3;0;0;;9;1;10;1;0;15;3;18;3;0;45;45;45;13;9;22;9;
12.09.2021;Stadtratswahl;03403000;408;408 Ev. Kirchengemeinde Ofenerdiek;1;1;1261;401;0;1662;667;0;7;660;1925;222;289;511;81;36;73;22;15;4;23;15;3;10;4;3;225;276;501;154;38;32;20;6;6;4;9;5;2;;;357;192;549;41;48;22;28;10;12;5;13;13;0;38;43;81;16;14;12;1;;84;29;113;14;3;0;2;3;2;1;1;3;29;29;58;29;14;13;27;7;1;5;0;;8;16;24;7;9;1;3;4;3;0;22;22;22;32;3;35;3;
12.09.2021;Stadtratswahl;03403000;409;409 Seniorentreffpunkt am Pavillon;1;1;1323;217;0;1540;417;0;10;407;1195;224;225;449;73;18;43;32;17;10;1;5;3;7;13;3;88;141;229;56;4;61;2;2;7;1;2;1;5;;;153;132;285;41;22;19;18;3;15;3;6;3;2;49;16;65;5;6;5;0;;36;30;66;17;6;0;0;1;0;1;1;4;23;27;50;27;3;2;5;1;1;0;0;;6;5;11;3;2;6;0;6;0;0;2;2;2;26;1;27;1;
12.09.2021;Stadtratswahl;03403000;410;410 Grundschule Etzhorn;1;1;1288;382;0;1670;791;0;19;772;2259;399;415;814;125;42;64;29;31;12;5;29;14;44;17;3;217;275;492;146;31;51;3;22;12;1;3;5;1;;;356;203;559;58;44;16;15;22;6;5;20;15;2;64;31;95;12;12;4;3;;90;64;154;19;2;4;9;11;1;2;6;10;23;24;47;24;8;5;13;1;3;0;1;;5;7;12;4;3;20;1;21;1;0;4;4;4;31;17;48;17;
12.09.2021;Stadtratswahl;03403000;411;411 GS Nadorst;1;1;1353;392;0;1745;660;0;13;647;1910;235;291;526;94;24;44;26;30;21;10;14;5;12;7;4;197;280;477;152;19;31;21;18;12;9;12;5;1;;;318;155;473;38;41;20;12;4;12;9;11;8;0;54;32;86;16;8;6;2;;116;80;196;16;10;5;9;2;2;23;5;8;32;25;57;25;20;5;25;1;1;2;1;;22;12;34;12;0;3;4;7;4;0;4;4;4;12;13;25;13;
12.09.2021;Stadtratswahl;03403000;412;412 IGS Flötenteich;1;1;1205;247;0;1452;385;0;8;377;1104;192;155;347;44;34;18;13;16;3;5;8;1;8;2;3;72;170;242;60;12;76;3;1;5;1;10;1;1;;;171;69;240;10;10;19;3;8;4;3;10;1;1;63;28;91;9;7;9;3;;35;37;72;7;7;2;11;3;3;0;0;4;29;17;46;17;9;6;15;3;1;2;0;;10;6;16;4;2;14;2;16;2;0;1;1;1;10;8;18;8;
12.09.2021;Stadtratswahl;03403000;413;413 IGS Flötenteich;1;1;1373;222;0;1595;480;0;5;475;1003;112;213;325;73;24;30;8;11;11;4;22;4;13;4;9;39;132;171;64;20;9;3;17;8;2;5;4;0;;;136;148;284;41;42;20;21;4;7;3;5;4;1;33;20;53;6;11;1;2;;30;33;63;16;8;3;2;3;0;0;0;1;13;34;47;34;1;8;9;2;0;6;0;;7;11;18;1;10;6;13;19;13;0;2;2;2;8;4;12;4;
12.09.2021;Stadtratswahl;03403000;414;414 IGS Flötenteich;1;1;877;146;0;1023;278;0;4;274;728;109;135;244;39;14;19;16;17;6;6;8;3;3;2;2;52;65;117;33;2;13;2;4;1;1;4;3;2;;;164;58;222;11;11;7;8;6;3;2;7;2;1;18;46;64;10;19;17;0;;8;16;24;5;2;1;1;1;1;0;4;1;7;24;31;24;3;0;3;0;0;0;0;;2;9;11;3;6;3;3;6;3;0;2;2;2;3;1;4;1;
12.09.2021;Stadtratswahl;03403000;415;415 Grundschule Ohmstede;1;1;1308;333;0;1641;594;0;11;583;1709;294;284;578;101;47;27;32;20;3;12;7;4;13;15;3;93;176;269;113;10;24;7;8;10;3;0;1;0;;;317;174;491;40;39;22;11;11;15;2;10;23;1;97;42;139;12;22;5;3;;60;33;93;14;6;3;3;5;0;1;0;1;15;21;36;21;8;2;10;2;0;0;0;;18;5;23;4;1;22;0;22;0;0;1;1;1;28;19;47;19;
12.09.2021;Stadtratswahl;03403000;416;416 Grundschule Ohmstede;1;1;1247;288;0;1535;705;0;12;693;2021;315;356;671;78;75;54;24;37;27;6;11;5;15;20;4;148;315;463;176;33;44;15;8;16;1;16;3;3;;;350;203;553;37;41;28;21;21;17;6;16;11;5;65;37;102;15;14;7;1;;47;21;68;5;1;1;4;0;2;1;1;6;38;30;68;30;5;6;11;3;1;1;1;;23;3;26;0;3;4;0;4;0;0;6;6;6;38;11;49;11;
12.09.2021;Stadtratswahl;03403000;501;501 LAVES;1;1;1141;221;0;1362;438;0;7;431;1284;188;314;502;175;17;23;39;9;10;8;2;5;3;18;5;168;156;324;57;40;17;23;2;7;1;7;2;0;;;112;80;192;27;9;16;3;4;2;6;13;;;39;41;80;33;2;6;;;39;20;59;14;0;1;1;1;2;1;;;46;21;67;21;3;4;7;2;1;1;;;1;7;8;4;3;7;6;13;6;;;;;20;12;32;12;
12.09.2021;Stadtratswahl;03403000;502;502 Kindertagesstätte Harreweg;1;1;1229;300;0;1529;481;0;15;466;1357;256;248;504;66;26;15;45;35;15;7;5;9;8;16;1;103;123;226;42;24;17;8;7;7;9;4;4;1;;;164;125;289;50;27;15;7;1;4;10;11;;;54;61;115;30;27;4;;;35;26;61;13;4;0;6;1;2;0;;;24;23;47;23;5;10;15;8;1;1;;;24;4;28;2;2;7;11;18;11;;;;;32;22;54;22;
12.09.2021;Stadtratswahl;03403000;503;503 Grundschule Bümmerstede;1;1;1123;219;0;1342;434;0;11;423;1236;230;197;427;86;20;11;41;1;10;5;1;2;2;9;9;132;139;271;42;33;16;26;4;8;5;2;0;3;;;135;97;232;41;5;20;9;5;4;4;9;;;44;43;87;11;28;4;;;46;27;73;9;6;1;3;1;6;1;;;41;17;58;17;9;1;10;0;1;0;;;27;7;34;3;4;18;1;19;1;;;;;15;10;25;10;
12.09.2021;Stadtratswahl;03403000;504;504 Grundschule Bümmerstede;1;1;1164;200;0;1364;455;0;11;444;1279;283;299;582;108;34;17;71;7;19;15;4;5;4;12;3;107;107;214;53;14;12;14;2;1;6;3;2;0;;;134;59;193;14;12;11;3;0;1;9;9;;;45;52;97;18;34;0;;;25;25;50;14;2;0;4;0;4;1;;;41;22;63;22;4;12;16;1;4;7;;;8;14;22;6;8;6;7;13;7;;;;;8;21;29;21;
12.09.2021;Stadtratswahl;03403000;505;505 Jugendfreizeitstätte Dwaschweg;1;1;1307;175;0;1482;549;0;9;540;1606;257;240;497;68;58;26;34;6;11;7;6;7;3;13;1;129;194;323;59;41;35;30;5;4;13;2;3;2;;;191;117;308;42;16;23;3;4;5;8;16;;;56;84;140;24;51;9;;;54;35;89;15;5;3;1;4;5;2;;;69;62;131;62;5;4;9;1;2;1;;;14;18;32;11;7;13;22;35;22;;;;;25;17;42;17;
12.09.2021;Stadtratswahl;03403000;506;506 GS Unter dem Regenbogen;1;1;1355;174;0;1529;310;0;15;295;853;136;102;238;37;23;5;13;5;3;5;1;6;1;2;1;61;60;121;25;15;7;2;5;2;3;1;0;0;;;116;90;206;24;11;14;6;4;11;8;12;;;64;24;88;7;8;9;;;41;23;64;13;1;2;4;0;2;1;;;33;21;54;21;3;4;7;4;0;0;;;13;13;26;9;4;3;0;3;0;;;;;29;17;46;17;
12.09.2021;Stadtratswahl;03403000;507;507 GS Unter dem Regenbogen;1;1;1380;225;0;1605;435;0;16;419;1208;255;198;453;65;21;13;34;9;17;10;0;7;4;17;1;131;126;257;47;29;19;12;6;3;4;3;2;1;;;144;78;222;35;10;13;1;1;5;2;11;;;61;54;115;20;27;7;;;9;12;21;5;3;2;0;0;2;0;;;57;35;92;35;4;3;7;1;1;1;;;2;11;13;7;4;6;2;8;2;;;;;11;9;20;9;
12.09.2021;Stadtratswahl;03403000;508;508 Kindertagesstätte Harreweg;1;1;1056;300;0;1356;516;0;14;502;1452;258;202;460;65;21;24;32;8;8;10;0;4;3;24;3;148;132;280;69;26;4;12;1;6;6;3;2;3;;;215;139;354;61;22;21;5;2;7;6;15;;;54;41;95;13;28;0;;;24;29;53;12;5;4;3;5;0;0;;;37;42;79;42;4;7;11;4;1;2;;;20;10;30;6;4;5;2;7;2;;;;;29;54;83;54;
12.09.2021;Stadtratswahl;03403000;509;509 Kindertagesstätte Harreweg;1;1;1131;212;0;1343;387;0;4;383;1122;142;189;331;66;30;14;17;9;6;10;4;11;7;9;6;84;128;212;80;16;12;4;6;3;4;0;1;2;;;190;65;255;25;9;10;4;5;3;4;5;;;33;45;78;11;29;5;;;35;43;78;14;5;5;6;6;6;1;;;76;26;102;26;0;10;10;3;3;4;;;10;13;23;12;1;2;1;3;1;;;;;18;12;30;12;
12.09.2021;Stadtratswahl;03403000;510;510 IGS Kreyenbrück;1;1;1354;161;0;1515;355;0;8;347;1010;228;184;412;47;25;14;36;6;11;14;6;4;2;16;3;66;72;138;20;6;16;6;2;5;4;9;2;2;;;115;86;201;23;10;18;4;1;6;8;16;;;25;20;45;9;4;7;;;34;30;64;18;1;0;0;1;7;3;;;57;38;95;38;0;1;1;1;0;0;;;11;14;25;4;10;0;5;5;5;;;;;12;12;24;12;
12.09.2021;Stadtratswahl;03403000;511;511 IGS Kreyenbrück, SEK I;1;1;1079;258;0;1337;382;0;10;372;1080;205;208;413;55;30;9;48;10;9;7;3;6;1;21;9;94;104;198;59;17;6;12;1;2;3;3;1;0;;;171;80;251;23;11;18;5;1;6;3;13;;;41;40;81;18;22;0;;;34;17;51;6;7;0;1;1;2;0;;;27;18;45;18;0;2;2;0;1;1;;;8;3;11;1;2;1;0;1;0;;;;;15;12;27;12;
12.09.2021;Stadtratswahl;03403000;512;512 IGS Kreyenbrück;1;1;1344;244;0;1588;438;0;10;428;1239;216;175;391;51;26;16;33;9;5;6;1;11;1;13;3;121;103;224;24;15;26;5;10;7;7;3;6;0;;;219;90;309;28;14;24;2;5;2;2;13;;;72;44;116;18;20;6;;;39;24;63;15;0;1;2;1;5;0;;;52;22;74;22;3;7;10;2;3;2;;;15;18;33;6;12;5;3;8;3;;;;;9;2;11;2;
12.09.2021;Stadtratswahl;03403000;513;513 IGS Kreyenbrück, SEK I;1;1;941;334;0;1275;362;0;7;355;1044;244;166;410;49;10;9;26;7;7;10;2;8;0;33;5;94;60;154;18;10;9;3;2;3;4;3;3;5;;;190;92;282;31;29;12;2;1;3;2;12;;;34;38;72;14;17;7;;;21;28;49;15;2;3;5;1;2;0;;;29;20;49;20;3;0;3;0;0;0;;;5;4;9;0;4;0;2;2;2;;;;;5;9;14;9;
12.09.2021;Stadtratswahl;03403000;514;514 Grundschule Krusenbusch;1;1;996;163;0;1159;428;0;14;414;1214;170;281;451;44;19;96;37;8;21;8;2;9;4;22;11;64;208;272;18;18;20;35;6;4;95;8;0;4;;;133;88;221;29;5;21;5;2;5;10;11;;;34;57;91;19;33;5;;;23;33;56;4;0;7;4;8;6;4;;;34;35;69;35;3;15;18;4;9;2;;;8;9;17;1;8;3;2;5;2;;;;;7;7;14;7;
12.09.2021;Stadtratswahl;03403000;515;515 Grundschule Krusenbusch;1;1;1609;204;0;1813;577;0;27;550;1274;119;295;414;55;14;138;29;3;13;17;4;3;6;8;5;75;183;258;36;34;21;18;3;6;58;1;3;3;;;75;98;173;35;15;21;5;2;2;11;7;;;31;151;182;13;136;2;;;38;45;83;12;3;9;7;2;11;1;;;26;107;133;107;4;1;5;0;0;1;;;6;8;14;5;3;3;1;4;1;;;;;5;3;8;3;
12.09.2021;Stadtratswahl;03403000;516;516 GS Paul-Maar-Schule;1;1;1126;269;0;1395;482;0;10;472;1385;215;209;424;52;22;31;28;15;4;11;3;18;3;18;4;137;168;305;36;35;25;34;7;6;13;4;2;6;;;207;103;310;37;9;19;3;11;5;2;17;;;55;38;93;8;26;4;;;44;44;88;16;6;6;3;5;7;1;;;41;38;79;38;1;4;5;3;0;1;;;8;10;18;3;7;10;3;13;3;;;;;34;16;50;16;
12.09.2021;Stadtratswahl;03403000;517;517 GS Paul-Maar-Schule;1;1;933;278;0;1211;543;0;10;533;1561;297;200;497;54;25;27;28;11;12;8;1;12;3;17;2;184;131;315;25;65;5;18;7;2;5;1;1;2;;;315;170;485;54;23;31;10;7;9;16;20;;;37;15;52;13;1;1;;;58;21;79;9;1;4;4;0;3;0;;;22;11;33;11;8;4;12;0;1;3;;;5;5;10;2;3;8;17;25;17;;;;;29;24;53;24;
12.09.2021;Stadtratswahl;03403000;601;601 Grundschule Hogenkamp;1;1;1036;336;0;1372;562;0;13;549;1622;256;294;550;97;37;28;7;56;14;25;7;12;3;6;2;177;229;406;78;38;36;3;2;3;33;14;12;7;3;;273;141;414;35;42;19;8;20;8;7;2;;;41;21;62;5;5;11;0;;37;52;89;21;16;8;0;0;0;7;;;24;5;29;5;0;5;5;3;1;0;1;0;14;1;15;0;1;21;9;30;9;;;;;17;5;22;5;
12.09.2021;Stadtratswahl;03403000;602;602 Grundschule Hogenkamp;1;1;976;321;0;1297;592;0;2;590;1742;230;302;532;79;41;14;4;30;10;9;88;2;2;1;22;151;236;387;99;53;25;3;7;7;7;6;17;6;6;;315;187;502;63;44;22;9;23;11;5;10;;;80;42;122;4;16;13;9;;17;38;55;19;9;1;1;5;1;2;;;35;10;45;10;1;11;12;3;1;0;7;0;17;4;21;3;1;20;4;24;4;;;;;29;13;42;13;
12.09.2021;Stadtratswahl;03403000;603;603 Grundschule Hogenkamp;1;1;1082;218;0;1300;499;0;6;493;1443;245;277;522;107;39;26;8;30;12;17;8;3;13;10;4;115;173;288;59;64;13;5;8;7;11;1;4;1;0;;216;128;344;34;39;9;5;19;5;5;12;;;71;44;115;16;13;12;3;;23;51;74;15;16;7;3;1;4;5;;;24;25;49;25;9;4;13;0;1;1;2;0;7;6;13;2;4;10;3;13;3;;;;;6;6;12;6;
12.09.2021;Stadtratswahl;03403000;604;604 Grundschule Hogenkamp;1;1;1259;507;0;1766;623;0;8;615;1817;204;213;417;66;31;23;7;24;7;35;8;2;2;4;4;185;212;397;79;39;26;8;10;8;20;9;8;1;4;;375;237;612;67;64;33;17;35;5;3;13;;;84;41;125;11;14;9;7;;56;39;95;13;8;4;0;3;2;9;;;20;23;43;23;1;16;17;1;11;0;1;3;15;6;21;3;3;21;7;28;7;;;;;50;12;62;12;
12.09.2021;Stadtratswahl;03403000;605;605 LBZ für Hörgeschädigte;1;1;1570;444;0;2014;684;0;14;670;1882;218;273;491;93;52;25;8;26;14;11;16;3;0;12;13;178;207;385;80;35;35;3;7;6;16;7;10;4;4;;420;224;644;60;55;17;25;39;12;5;11;;;83;59;142;9;26;14;10;;31;38;69;12;15;5;0;0;2;4;;;39;25;64;25;7;24;31;5;15;1;3;0;11;12;23;10;2;8;1;9;1;;;;;14;10;24;10;
12.09.2021;Stadtratswahl;03403000;606;606 LBZ für Hörgeschädigte;1;1;1176;361;0;1537;528;0;6;522;1535;250;242;492;105;24;24;7;21;4;23;12;6;4;4;8;135;175;310;68;37;12;5;12;4;17;6;7;2;5;;286;175;461;56;40;24;13;19;7;3;13;;;58;25;83;4;11;5;5;;38;21;59;9;3;2;5;0;0;2;;;23;22;45;22;6;15;21;3;12;0;0;0;10;2;12;1;1;19;12;31;12;;;;;12;9;21;9;
12.09.2021;Stadtratswahl;03403000;607;607 IGS Helene-Lange-Schule;1;1;1100;333;0;1433;490;0;5;485;1369;154;202;356;75;33;19;1;19;11;31;7;4;0;1;1;117;189;306;87;53;12;2;2;5;14;5;8;1;0;;233;192;425;46;45;15;13;48;11;7;7;;;51;41;92;11;10;11;9;;62;29;91;11;9;3;4;1;0;1;;;25;12;37;12;2;6;8;0;6;0;0;0;9;11;20;7;4;12;1;13;1;;;;;9;12;21;12;
12.09.2021;Stadtratswahl;03403000;608;608 Kath. Grundschule Eversten;1;1;1236;272;0;1508;427;0;4;423;1246;132;194;326;52;38;23;6;33;7;10;12;4;1;2;6;126;111;237;45;14;13;3;3;3;11;6;12;1;0;;251;152;403;29;36;28;14;23;7;5;10;;;42;64;106;14;36;9;5;;42;20;62;7;3;4;4;0;0;2;;;25;11;36;11;3;5;8;1;1;2;1;0;13;7;20;1;6;10;4;14;4;;;;;27;7;34;7;
