datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C1;C2;D;D1_liste;D1_summe_kandidaten;D1_summe_liste_kandidaten;D1_1;D1_2;D1_3;D1_4;D1_5;D1_6;D1_7;D1_8;D1_9;D1_10;D1_11;D1_12;D2_liste;D2_summe_kandidaten;D2_summe_liste_kandidaten;D2_1;D2_2;D2_3;D2_4;D2_5;D2_6;D2_7;D2_8;D2_9;D2_10;D2_11;D2_12;D3_liste;D3_summe_kandidaten;D3_summe_liste_kandidaten;D3_1;D3_2;D3_3;D3_4;D3_5;D3_6;D3_7;D3_8;D3_9;D3_10;D4_liste;D4_summe_kandidaten;D4_summe_liste_kandidaten;D4_1;D4_2;D4_3;D4_4;D4_5;D5_liste;D5_summe_kandidaten;D5_summe_liste_kandidaten;D5_1;D5_2;D5_3;D5_4;D5_5;D5_6;D5_7;D5_8;D5_9;D6_liste;D6_summe_kandidaten;D6_summe_liste_kandidaten;D6_1;D7_liste;D7_summe_kandidaten;D7_summe_liste_kandidaten;D7_1;D7_2;D7_3;D7_4;D7_5;D8_liste;D8_summe_kandidaten;D8_summe_liste_kandidaten;D8_1;D8_2;D9_liste;D9_summe_kandidaten;D9_summe_liste_kandidaten;D9_1;D10_liste;D10_summe_kandidaten;D10_summe_liste_kandidaten;D10_1;D11_liste;D11_summe_kandidaten;D11_summe_liste_kandidaten;D11_1;D11_2
12.09.2021;Stadtratswahl;03403000;609;609 Kath. Grundschule Eversten;1;1;1151;395;0;1546;596;0;10;586;1754;195;261;456;112;32;28;11;26;10;19;2;7;3;4;7;125;214;339;100;56;8;2;14;4;10;8;5;2;5;;385;242;627;70;66;29;21;29;9;4;14;;;88;29;117;9;7;10;3;;43;35;78;10;14;1;1;3;0;6;;;25;10;35;10;8;10;18;3;5;1;1;0;13;6;19;3;3;15;6;21;6;;;;;31;13;44;13;
12.09.2021;Stadtratswahl;03403000;610;610 Comeniusschule;1;1;1141;283;0;1424;489;0;9;480;1422;194;185;379;49;32;51;2;17;7;6;4;2;3;3;9;88;137;225;47;38;8;3;2;6;10;12;6;1;4;;284;185;469;55;31;26;11;31;13;11;7;;;133;40;173;9;15;8;8;;35;16;51;6;4;4;0;1;0;1;;;24;11;35;11;0;9;9;1;1;1;6;0;14;8;22;2;6;15;1;16;1;;;;;27;16;43;16;
12.09.2021;Stadtratswahl;03403000;611;611 IGS Helene-Lange-Schule;1;1;1072;373;0;1445;600;0;8;592;1763;226;201;427;53;16;20;5;10;11;61;13;2;4;3;3;168;213;381;84;57;13;6;8;4;19;10;11;0;1;;386;211;597;52;74;22;14;27;7;3;12;;;95;41;136;12;14;11;4;;50;59;109;15;15;9;11;3;1;5;;;19;6;25;6;5;1;6;0;1;0;0;0;5;6;11;2;4;15;8;23;8;;;;;38;10;48;10;
12.09.2021;Stadtratswahl;03403000;612;612 Oberschule Eversten;1;1;986;341;0;1327;475;0;12;463;1371;196;156;352;69;18;16;1;11;8;3;7;9;2;3;9;98;166;264;61;21;24;3;16;5;11;17;6;1;1;;307;168;475;45;43;13;13;28;7;13;6;;;51;39;90;20;7;6;6;;45;31;76;15;10;1;0;1;0;4;;;16;4;20;4;5;8;13;0;8;0;0;0;13;9;22;4;5;15;4;19;4;;;;;31;9;40;9;
12.09.2021;Stadtratswahl;03403000;613;613 Oberschule Eversten;1;1;1103;460;0;1563;502;0;4;498;1475;208;192;400;73;23;22;0;24;13;9;19;2;3;0;4;115;125;240;49;22;6;6;6;6;16;8;4;1;1;;321;167;488;46;41;25;20;26;6;2;1;;;95;39;134;6;15;10;8;;47;33;80;6;8;8;5;0;1;5;;;22;14;36;14;1;9;10;2;5;1;0;1;14;13;27;6;7;23;7;30;7;;;;;22;8;30;8;
12.09.2021;Stadtratswahl;03403000;614;614 LBZ für Hörgeschädigte;1;1;1058;278;0;1336;501;0;5;496;1475;182;226;408;92;20;23;4;17;9;30;14;6;3;3;5;116;181;297;57;50;13;6;5;6;15;9;12;4;4;;277;192;469;51;60;19;16;22;8;5;11;;;62;43;105;8;21;8;6;;50;41;91;10;21;1;3;0;1;5;;;24;12;36;12;4;7;11;0;4;2;1;0;23;8;31;4;4;8;3;11;3;;;;;12;4;16;4;
12.09.2021;Stadtratswahl;03403000;910;910 Briefwahl;1;1;0;0;0;0;631;631;4;627;1870;250;205;455;94;19;36;7;9;5;12;6;6;0;5;6;116;110;226;29;18;15;4;12;15;7;6;1;2;1;;561;222;783;49;40;44;19;8;2;21;39;;;85;65;150;30;28;3;4;;53;40;93;13;3;9;5;0;1;0;9;;33;1;34;1;4;22;26;15;3;2;2;0;12;13;25;9;4;18;10;28;10;;;;;31;19;50;8;11
12.09.2021;Stadtratswahl;03403000;911;911 Briefwahl;1;1;0;0;0;0;637;637;9;628;1838;276;223;499;87;29;25;12;12;16;12;12;3;3;10;2;139;116;255;38;13;13;5;21;7;7;7;2;2;1;;533;181;714;40;19;35;18;16;2;14;37;;;60;68;128;30;30;3;5;;43;43;86;20;8;2;2;0;3;1;7;;18;6;24;6;5;33;38;28;0;0;3;2;18;9;27;3;6;5;14;19;14;;;;;39;9;48;4;5
12.09.2021;Stadtratswahl;03403000;912;912 Briefwahl;1;1;0;0;0;0;654;654;9;645;1928;279;187;466;54;35;27;9;15;5;18;11;1;0;7;5;142;102;244;28;9;15;6;16;14;12;2;0;0;0;;561;206;767;42;35;41;25;8;9;9;37;;;116;85;201;45;33;3;4;;54;25;79;11;2;4;1;0;4;1;2;;24;17;41;17;18;34;52;28;1;1;3;1;5;11;16;6;5;24;2;26;2;;;;;22;14;36;8;6
12.09.2021;Stadtratswahl;03403000;913;913 Briefwahl;1;1;0;0;0;0;622;622;0;622;1807;252;213;465;72;36;31;9;18;3;9;12;16;1;5;1;109;125;234;37;31;15;3;13;13;2;4;1;6;0;;542;197;739;44;23;46;8;10;4;18;44;;;77;56;133;19;24;6;7;;54;37;91;20;3;2;1;0;1;0;10;;19;6;25;6;8;14;22;9;0;1;2;2;14;13;27;4;9;13;1;14;1;;;;;45;12;57;5;7
12.09.2021;Stadtratswahl;03403000;914;914 Briefwahl;1;1;0;0;0;0;628;628;4;624;1861;315;232;547;103;28;25;12;16;4;12;12;2;4;10;4;90;132;222;39;11;15;3;7;23;10;8;5;7;4;;461;222;683;59;40;30;26;19;2;12;34;;;88;66;154;22;31;8;5;;63;38;101;14;4;4;5;1;4;3;3;;20;2;22;2;16;31;47;25;1;0;5;0;15;10;25;8;2;9;5;14;5;;;;;33;13;46;4;9
12.09.2021;Stadtratswahl;03403000;915;915 Briefwahl;1;1;0;0;0;0;633;633;10;623;1858;252;223;475;72;36;38;8;13;2;19;19;2;4;4;6;132;126;258;39;18;17;2;10;17;14;4;0;5;0;;494;202;696;58;24;55;11;14;3;18;19;;;97;61;158;14;35;6;6;;60;26;86;9;5;2;3;3;2;0;2;;19;2;21;2;17;18;35;11;4;1;1;1;14;6;20;6;0;20;6;26;6;;;;;53;30;83;7;23
12.09.2021;Stadtratswahl;03403000;916;916 Briefwahl;1;1;0;0;0;0;590;590;3;587;1740;232;201;433;79;36;24;10;13;2;10;14;3;1;7;2;142;116;258;35;9;22;3;8;11;14;5;1;3;5;;415;207;622;54;26;47;15;8;9;16;32;;;128;63;191;25;28;4;6;;53;36;89;14;3;6;0;0;3;3;7;;21;3;24;3;11;26;37;17;3;0;6;0;8;5;13;4;1;8;4;12;4;;;;;38;23;61;10;13
12.09.2021;Stadtratswahl;03403000;920;920 Briefwahl;1;1;0;0;0;0;573;573;2;571;1709;204;181;385;84;51;8;7;5;4;12;2;1;2;2;3;159;140;299;47;5;13;9;0;7;20;2;4;8;0;25;421;179;600;42;50;21;14;18;13;15;6;;;76;82;158;25;1;50;3;3;65;64;129;30;3;8;12;1;3;2;5;;15;3;18;3;9;3;12;3;0;0;0;;13;31;44;7;24;;;;;;;;;40;24;64;21;3
12.09.2021;Stadtratswahl;03403000;921;921 Briefwahl;1;1;0;0;0;0;558;558;16;542;1622;188;216;404;104;67;3;6;3;3;17;2;1;3;0;7;121;138;259;51;4;10;6;1;4;31;4;2;5;2;18;395;194;589;51;59;20;16;19;12;12;5;;;58;109;167;47;2;54;0;6;52;36;88;10;2;5;14;1;1;3;0;;33;4;37;4;7;1;8;1;0;0;0;;5;8;13;1;7;;;;;;;;;41;16;57;12;4
12.09.2021;Stadtratswahl;03403000;922;922 Briefwahl;1;1;0;0;0;0;560;560;3;557;1659;191;191;382;90;35;9;11;4;4;13;7;1;7;7;3;133;171;304;61;10;8;9;4;6;21;2;9;8;3;30;389;170;559;37;45;22;13;19;8;13;13;;;74;104;178;34;11;46;5;8;40;59;99;19;2;9;12;2;0;5;10;;22;19;41;19;5;5;10;2;0;2;1;;11;13;24;3;10;;;;;;;;;44;18;62;8;10
12.09.2021;Stadtratswahl;03403000;923;923 Briefwahl;1;1;0;0;0;0;609;609;2;607;1820;261;201;462;97;47;23;6;2;3;11;4;2;1;2;3;107;196;303;86;5;11;11;12;6;21;7;2;10;2;23;395;184;579;32;47;23;20;23;14;14;11;;;109;95;204;45;2;39;0;9;78;48;126;11;0;5;15;6;3;4;4;;24;10;34;10;6;3;9;1;2;0;0;;18;18;36;8;10;;;;;;;;;43;24;67;17;7
12.09.2021;Stadtratswahl;03403000;924;924 Briefwahl;1;1;0;0;0;0;577;577;4;573;1706;191;198;389;92;34;14;5;9;3;21;5;1;8;2;4;150;177;327;69;7;13;9;9;7;19;4;2;6;5;27;381;194;575;42;54;12;13;17;22;18;16;;;93;109;202;46;4;53;1;5;52;47;99;9;0;9;12;4;1;5;7;;18;6;24;6;11;4;15;1;0;3;0;;10;13;23;2;11;;;;;;;;;36;16;52;10;6
12.09.2021;Stadtratswahl;03403000;925;925 Briefwahl;1;1;0;0;0;0;604;604;5;599;1778;236;184;420;113;19;11;8;2;6;9;4;3;1;3;5;145;158;303;64;7;7;15;1;7;22;1;1;12;4;17;459;145;604;32;39;12;7;16;7;24;8;;;104;107;211;44;8;46;0;9;67;63;130;30;1;10;8;2;3;6;3;;13;9;22;9;7;2;9;1;0;0;1;;12;19;31;3;16;;;;;;;;;38;10;48;8;2
12.09.2021;Stadtratswahl;03403000;926;926 Briefwahl;1;1;0;0;0;0;570;570;8;562;1626;223;188;411;121;19;17;6;2;3;10;3;2;2;3;0;145;138;283;53;10;10;3;4;2;25;2;1;3;2;23;339;178;517;35;51;24;10;19;10;22;7;;;76;87;163;37;2;37;7;4;63;62;125;36;0;8;4;1;2;9;2;;23;3;26;3;9;4;13;0;0;4;0;;5;26;31;15;11;;;;;;;;;35;22;57;7;15
12.09.2021;Stadtratswahl;03403000;930;930 Briefwahl;1;1;0;0;0;0;553;553;7;546;1633;236;143;379;43;17;17;10;21;9;7;2;6;2;4;5;161;116;277;21;19;14;6;10;15;10;2;3;1;12;3;453;163;616;34;22;23;23;13;6;16;26;;;91;41;132;14;17;7;3;;75;36;111;18;9;2;3;0;4;;;;13;4;17;4;5;2;7;0;0;1;1;;11;10;21;10;;12;4;16;4;;;;;43;14;57;8;6
12.09.2021;Stadtratswahl;03403000;931;931 Briefwahl;1;1;0;0;0;0;578;578;5;573;1718;290;165;455;46;30;21;17;17;5;9;2;9;1;3;5;186;123;309;17;30;10;1;13;8;11;5;0;4;21;3;454;197;651;48;32;19;33;15;11;27;12;;;50;42;92;11;18;1;12;;73;23;96;4;7;5;1;2;4;;;;10;9;19;9;8;5;13;4;0;1;0;;18;11;29;11;;6;8;14;8;;;;;33;7;40;4;3
12.09.2021;Stadtratswahl;03403000;932;932 Briefwahl;1;1;0;0;0;0;573;573;3;570;1708;292;201;493;70;45;31;11;9;2;14;6;2;2;9;0;139;110;249;23;23;18;2;6;4;8;9;2;1;11;3;480;173;653;39;21;17;30;12;10;20;24;;;48;58;106;15;38;2;3;;60;27;87;18;4;0;1;1;3;;;;18;3;21;3;4;7;11;2;1;2;2;;9;6;15;6;;16;3;19;3;;;;;40;14;54;5;9
12.09.2021;Stadtratswahl;03403000;933;933 Briefwahl;1;1;0;0;0;0;608;608;7;601;1792;241;180;421;45;40;27;12;16;5;10;7;4;1;7;6;160;144;304;48;40;12;4;6;4;8;2;1;2;15;2;433;227;660;56;31;32;29;7;12;35;25;;;89;46;135;10;25;7;4;;82;48;130;28;4;6;8;2;0;;;;24;10;34;10;14;3;17;0;1;1;1;;15;5;20;5;;10;7;17;7;;;;;37;17;54;9;8
12.09.2021;Stadtratswahl;03403000;934;934 Briefwahl;1;1;0;0;0;0;647;647;6;641;1909;295;212;507;62;32;33;27;15;4;15;3;5;3;10;3;186;150;336;39;24;6;3;19;9;21;4;8;1;14;2;481;220;701;52;27;33;33;15;13;27;20;;;76;44;120;22;19;1;2;;43;51;94;24;4;3;3;6;11;;;;13;10;23;10;12;6;18;2;0;1;3;;16;1;17;1;;12;10;22;10;;;;;56;15;71;10;5
12.09.2021;Stadtratswahl;03403000;935;935 Briefwahl;1;1;0;0;0;0;620;620;5;615;1841;299;203;502;76;39;23;22;12;4;9;6;1;1;3;7;180;160;340;24;44;13;0;12;10;10;5;4;3;31;4;456;182;638;45;28;15;21;13;13;28;19;;;83;42;125;13;16;7;6;;54;43;97;20;9;5;2;3;4;;;;20;13;33;13;9;15;24;1;0;5;9;;16;4;20;4;;14;9;23;9;;;;;29;10;39;7;3
12.09.2021;Stadtratswahl;03403000;936;936 Briefwahl;1;1;0;0;0;0;639;639;4;635;1792;291;212;503;90;35;26;10;22;6;3;3;4;4;4;5;146;146;292;24;38;4;5;6;7;18;5;2;5;30;2;396;223;619;62;27;20;45;10;8;32;19;;;77;72;149;26;36;4;6;;58;33;91;15;12;4;0;0;2;;;;15;5;20;5;15;7;22;2;0;2;3;;6;8;14;8;;20;5;25;5;;;;;45;12;57;10;2
12.09.2021;Stadtratswahl;03403000;940;940 Briefwahl;1;1;0;0;0;0;729;729;6;723;2142;431;289;720;99;40;41;22;16;8;3;25;3;15;11;6;208;254;462;136;35;36;16;5;7;2;5;10;2;;;405;148;553;17;41;22;12;16;10;8;13;7;2;69;21;90;6;11;3;1;;83;46;129;6;9;0;3;10;1;4;3;10;47;28;75;28;7;5;12;1;0;4;0;;14;8;22;3;5;13;5;18;5;0;39;39;39;21;1;22;1;
12.09.2021;Stadtratswahl;03403000;941;941 Briefwahl;1;1;0;0;0;0;640;640;0;640;1907;418;251;669;60;25;63;12;21;13;7;14;3;17;12;4;215;232;447;118;19;32;18;9;12;1;10;8;5;;;340;134;474;24;35;22;13;4;4;3;19;6;4;39;26;65;6;15;3;2;;57;45;102;3;3;12;1;6;6;9;4;1;13;24;37;24;17;5;22;2;0;3;0;;3;7;10;5;2;16;5;21;5;0;28;28;28;24;8;32;8;
12.09.2021;Stadtratswahl;03403000;942;942 Briefwahl;1;1;0;0;0;0;674;674;4;670;2005;391;251;642;70;18;62;8;25;15;6;18;0;8;12;9;233;251;484;138;21;33;19;7;12;5;3;10;3;;;383;167;550;34;45;20;18;10;9;4;16;9;2;50;16;66;10;5;1;0;;65;51;116;11;8;6;2;8;2;4;5;5;34;13;47;13;4;1;5;0;1;0;0;;7;6;13;2;4;10;1;11;1;0;46;46;46;21;4;25;4;
12.09.2021;Stadtratswahl;03403000;943;943 Briefwahl;1;1;0;0;0;0;687;687;3;684;2037;377;222;599;76;12;48;22;9;7;7;8;7;13;9;4;204;241;445;109;33;40;5;5;11;4;19;8;7;;;425;141;566;28;45;21;14;4;10;2;10;7;0;71;26;97;12;6;5;3;;76;45;121;8;4;4;5;14;2;2;5;1;40;24;64;24;3;9;12;3;0;5;1;;11;9;20;6;3;21;1;22;1;0;55;55;55;29;7;36;7;
