datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C1;C2;D;D1_1;D1_3;D1_4;D1_2_1;D1_2_2;D1_2_3;D1_2_4;D1_2_5;D1_2_6;D1_2_7;D1_2_8;D1_2_9;D1_2_10;D2_1;D2_3;D2_4;D2_2_1;D2_2_2;D2_2_3;D2_2_4;D2_2_5;D2_2_6;D2_2_7;D2_2_8;D2_2_9;D2_2_10;D2_2_11;D2_2_12;D3_1;D3_3;D3_4;D3_2_1;D3_2_2;D3_2_3;D3_2_4;D3_2_5;D3_2_6;D3_2_7;D3_2_8;D3_2_9;D3_2_10;D3_2_11;D4_1;D4_3;D4_4;D4_2_1;D4_2_2;D4_2_3;D4_2_4;D4_2_5;D4_2_6;D4_2_7;D4_2_8;D4_2_9;D4_2_10;D4_2_11;D4_2_12;D5_1;D5_3;D5_4;D5_2_1;D5_2_2;D5_2_3;D5_2_4;D5_2_5;D5_2_6;D5_2_7;D5_2_8;D6_1;D6_3;D6_4;D6_2_1;D6_2_2;D6_2_3;D7_1;D7_3;D7_4;D7_2_1;D7_2_2;D7_2_3;D8_1;D8_3;D8_4;D8_2_1;D8_2_2;D8_2_3;D9_1;D9_3;D9_4;D9_2_1;D9_2_2;D10_1;D10_3;D10_4;D10_2_1;D11_4;D12_1;D12_3;D12_4;D12_2_1;D13_1;D13_3;D13_4;D13_2_1;D13_2_2;D14_1;D14_3;D14_4;D14_2_1;D14_2_2;D14_2_3;D15_1;D15_3;D15_4;D15_2_1;D16_1;D16_3;D16_4;D16_2_1;D16_2_2;D16_2_3;D16_2_4
13.09.2026;Stadtratswahl;03403000;111;111 GS Bürgeresch;1;1;1261;406;0;1667;774;0;5;769;2300;423;218;641;70;25;18;11;21;19;41;13;;;227;292;519;117;47;17;22;71;5;1;4;0;1;7;0;124;125;249;59;18;14;3;2;4;6;3;8;3;5;263;134;397;40;28;19;6;13;7;3;8;10;;;;28;24;52;6;6;3;8;0;1;;;111;58;169;21;37;;63;40;103;21;19;;11;12;23;12;0;0;17;9;26;9;;3;0;3;0;;18;9;27;9;12;4;16;4;;25;16;41;8;7;1;14;10;24;10;8;2;10;1;0;1;0
13.09.2026;Stadtratswahl;03403000;112;112 VHS Oldenburg;1;1;1126;368;0;1494;602;0;4;598;1768;298;187;485;54;23;23;8;36;15;22;6;;;173;205;378;49;50;19;14;60;1;0;1;2;8;1;0;80;63;143;19;14;9;5;2;3;2;3;1;4;1;194;92;286;31;28;10;2;3;8;4;4;2;;;;34;30;64;7;15;6;2;0;0;;;111;91;202;38;53;;52;26;78;7;19;;14;12;26;10;1;1;21;6;27;6;;0;9;9;9;;9;5;14;5;10;1;11;1;;22;11;33;5;4;2;1;0;1;0;11;0;11;0;0;0;0
13.09.2026;Stadtratswahl;03403000;113;113 VHS Oldenburg;1;1;1040;241;0;1281;464;0;10;454;1337;194;144;338;31;24;49;4;12;9;14;1;;;119;175;294;30;47;17;14;44;9;1;3;2;3;3;2;77;47;124;18;4;6;0;3;0;2;1;3;1;9;163;77;240;31;13;4;6;0;9;2;3;9;;;;25;13;38;4;7;0;2;0;0;;;76;47;123;18;29;;31;22;53;10;12;;8;5;13;1;3;1;33;3;36;3;;2;10;12;10;;12;8;20;8;8;0;8;0;;7;9;16;4;4;1;8;8;16;8;6;0;6;0;0;0;0
13.09.2026;Stadtratswahl;03403000;114;114 GS Donnerschwee;1;1;1226;291;0;1517;693;0;6;687;2002;280;193;473;65;10;35;7;31;17;27;1;;;187;295;482;89;45;15;11;94;17;8;3;0;7;4;2;150;112;262;37;10;26;8;3;8;6;1;4;4;5;182;72;254;31;15;5;6;2;3;2;1;7;;;;15;14;29;7;3;2;2;0;0;;;131;80;211;41;39;;78;26;104;7;19;;13;13;26;6;7;0;9;17;26;17;;2;8;10;8;;5;11;16;11;5;3;8;3;;29;22;51;11;6;5;24;14;38;14;2;10;12;4;2;4;0
13.09.2026;Stadtratswahl;03403000;115;115 Grundschule Donnerschwee;1;1;905;328;0;1233;546;0;2;544;1616;300;162;462;47;9;22;1;29;21;29;4;;;170;115;285;29;29;21;16;11;1;5;2;0;1;0;0;79;43;122;12;9;5;1;1;0;6;3;0;1;5;198;129;327;69;27;7;3;6;4;5;2;6;;;;44;20;64;6;8;4;2;0;0;;;68;39;107;11;28;;64;48;112;22;26;;12;6;18;4;0;2;29;18;47;18;;3;10;13;10;;12;3;15;3;5;0;5;0;;9;6;15;3;1;2;12;4;16;4;4;4;8;2;0;2;0
13.09.2026;Stadtratswahl;03403000;201;201 Cäcilienschule;1;1;1177;413;0;1590;792;0;0;792;2366;455;245;700;99;14;18;13;5;50;7;5;13;21;187;243;430;152;16;12;1;6;6;36;5;1;4;3;1;130;249;379;23;131;13;12;4;5;0;3;11;12;35;198;108;306;74;11;4;6;6;2;5;;;;;;101;73;174;21;3;18;0;4;13;1;13;90;26;116;17;9;;86;40;126;20;20;;5;6;11;2;2;2;14;18;32;14;4;4;0;4;0;;4;2;6;2;4;2;6;2;;34;7;41;2;5;;20;10;30;10;5;0;5;0;0;0;0
13.09.2026;Stadtratswahl;03403000;202;202 Oberkirchenrat;1;1;953;299;0;1252;571;0;6;565;1690;244;182;426;67;17;10;5;7;44;13;4;12;3;153;255;408;169;28;4;2;4;1;31;8;0;1;6;1;87;94;181;11;28;6;4;5;3;2;5;1;9;20;203;123;326;66;8;6;20;13;1;9;;;;;;30;25;55;12;0;4;1;2;4;1;1;30;22;52;13;9;;54;50;104;12;38;;17;11;28;4;3;4;13;7;20;3;4;2;1;3;1;;4;10;14;10;13;1;14;1;;21;5;26;2;3;;17;1;18;1;6;9;15;6;0;2;1
13.09.2026;Stadtratswahl;03403000;203;203 Kulturzentrum PFL;1;1;1124;381;0;1505;709;0;6;703;2090;358;160;518;77;7;13;4;4;29;7;5;10;4;145;242;387;170;12;18;3;1;3;3;2;4;0;24;2;94;83;177;11;23;10;2;2;3;1;6;2;4;19;276;169;445;95;14;10;4;22;10;14;;;;;;84;30;114;8;6;7;0;1;2;3;3;81;35;116;21;14;;72;97;169;26;71;;19;4;23;1;3;0;26;27;53;19;8;1;1;2;1;;5;10;15;10;3;1;4;1;;23;7;30;7;0;;17;7;24;7;13;0;13;0;0;0;0
13.09.2026;Stadtratswahl;03403000;204;204 GUV;1;1;1176;460;0;1636;748;0;3;745;2214;367;232;599;72;22;14;15;9;48;21;10;13;8;179;287;466;176;29;4;4;0;4;39;5;4;6;9;7;108;143;251;18;64;11;4;3;4;2;1;8;8;20;247;168;415;88;12;8;13;25;3;19;;;;;;60;68;128;28;2;14;6;7;5;3;3;63;33;96;10;23;;88;58;146;34;24;;9;16;25;6;5;5;13;13;26;11;2;0;0;0;0;;5;3;8;3;6;1;7;1;;23;7;30;7;0;;12;2;14;2;3;0;3;0;0;0;0
13.09.2026;Stadtratswahl;03403000;205;205 Kulturzentrum PFL;1;1;1064;377;0;1441;469;0;3;466;1387;197;99;296;40;10;12;9;2;16;2;1;3;4;114;143;257;93;6;22;1;0;2;2;1;1;3;12;0;75;79;154;21;26;7;3;2;0;0;0;4;4;12;198;137;335;95;9;4;12;10;0;7;;;;;;45;20;65;11;1;5;0;0;3;0;0;64;32;96;23;9;;50;14;64;9;5;;12;10;22;6;4;0;7;13;20;10;3;0;1;1;1;;14;10;24;10;2;3;5;3;;24;2;26;2;0;;17;3;20;3;2;0;2;0;0;0;0
13.09.2026;Stadtratswahl;03403000;206;206 Deutsche Rentenversicherung;1;1;1074;356;0;1430;625;0;1;624;1853;337;177;514;72;11;12;12;9;32;8;2;14;5;156;203;359;137;22;17;1;4;3;3;4;2;0;9;1;133;124;257;14;74;3;5;3;1;1;1;2;7;13;191;133;324;78;15;8;13;14;0;5;;;;;;45;36;81;14;2;9;0;2;4;0;5;82;45;127;24;21;;70;23;93;16;7;;10;7;17;3;2;2;13;27;40;18;9;0;0;0;0;;8;3;11;3;4;1;5;1;;9;5;14;5;0;;4;0;4;0;2;5;7;0;1;4;0
13.09.2026;Stadtratswahl;03403000;207;207 Graf-Anton-Günther-Schule;1;1;1048;420;0;1468;677;0;5;672;2003;316;212;528;90;15;21;4;13;25;26;1;13;4;198;296;494;223;21;16;3;4;2;15;2;3;3;3;1;136;172;308;22;85;12;4;0;0;3;1;7;8;30;167;109;276;70;8;2;4;10;2;13;;;;;;41;49;90;22;1;16;0;1;7;2;0;80;36;116;16;20;;41;25;66;14;11;;4;8;12;5;2;1;27;17;44;12;5;0;0;0;0;;5;6;11;6;5;1;6;1;;9;10;19;7;3;;18;5;23;5;8;2;10;1;1;0;0
13.09.2026;Stadtratswahl;03403000;208;208 Oberschule Osternburg;1;1;1273;327;0;1600;641;0;6;635;1870;261;114;375;46;7;6;5;9;28;7;0;2;4;151;301;452;196;73;15;6;2;2;1;3;2;0;0;1;83;68;151;5;42;3;3;2;1;0;1;0;4;7;264;188;452;107;11;21;12;17;8;12;;;;;;21;22;43;10;2;1;0;5;3;1;0;124;58;182;32;26;;50;19;69;9;10;;14;8;22;1;5;2;9;20;29;14;6;6;7;13;7;;16;16;32;16;15;3;18;3;;8;2;10;1;1;;12;5;17;5;3;2;5;1;0;1;0
13.09.2026;Stadtratswahl;03403000;209;209 Oberschule Osternburg;1;1;1261;350;0;1611;648;0;3;645;1884;211;154;365;50;13;13;5;8;27;10;8;14;6;158;354;512;272;38;19;4;4;1;2;5;1;4;4;0;110;129;239;31;71;11;1;3;1;1;0;2;1;7;176;109;285;64;8;13;6;7;4;7;;;;;;38;44;82;20;2;8;4;0;4;1;5;113;51;164;23;28;;33;14;47;8;6;;22;9;31;2;5;2;38;25;63;23;2;1;1;2;1;;13;6;19;6;5;3;8;3;;28;3;31;3;0;;15;8;23;8;11;2;13;0;0;1;1
13.09.2026;Stadtratswahl;03403000;210;210 GS Paul-Maar-Schule;1;1;931;260;0;1191;507;0;6;501;1500;190;98;288;23;14;12;4;3;23;10;1;7;1;96;297;393;221;21;12;20;1;5;3;3;1;3;7;0;81;80;161;11;38;5;3;4;2;4;2;3;2;6;120;115;235;56;13;16;7;10;3;10;;;;;;40;4;44;3;0;1;0;0;0;0;0;125;67;192;36;31;;24;24;48;18;6;;13;8;21;4;2;2;24;12;36;8;4;1;3;4;3;;13;14;27;14;1;0;1;0;;11;2;13;1;1;;22;8;30;8;6;1;7;1;0;0;0
13.09.2026;Stadtratswahl;03403000;211;211 Grundschule Drielake;1;1;1365;377;0;1742;727;0;3;724;2140;349;170;519;61;19;12;8;6;21;27;3;11;2;192;323;515;201;50;23;11;2;5;0;5;1;3;9;13;84;77;161;16;33;8;7;0;5;3;0;2;2;1;241;212;453;88;52;22;6;17;21;6;;;;;;23;8;31;1;1;5;0;0;1;0;0;125;54;179;31;23;;56;30;86;18;12;;16;14;30;7;3;4;24;23;47;17;6;9;8;17;8;;22;12;34;12;6;2;8;2;;22;4;26;1;3;;9;12;21;12;9;4;13;0;2;0;2
13.09.2026;Stadtratswahl;03403000;212;212 Grundschule Drielake;1;1;1195;274;0;1469;570;0;5;565;1658;182;113;295;34;6;8;8;6;22;20;1;5;3;162;333;495;230;54;21;11;1;2;3;1;2;0;3;5;66;102;168;16;58;8;2;0;0;1;2;1;7;7;171;144;315;86;20;6;5;8;7;12;;;;;;31;18;49;13;1;3;0;1;0;0;0;109;69;178;46;23;;17;20;37;11;9;;2;19;21;3;10;6;13;27;40;18;9;4;1;5;1;;5;0;5;0;2;4;6;4;;13;4;17;3;1;;10;7;17;7;6;4;10;3;0;1;0
13.09.2026;Stadtratswahl;03403000;213;213 GS Paul-Maar-Schule;1;1;1144;292;0;1436;660;0;11;649;1929;229;111;340;36;11;8;7;2;22;3;1;4;17;183;356;539;284;31;5;4;2;1;8;6;0;5;8;2;91;159;250;12;109;11;3;2;0;1;0;5;7;9;117;84;201;44;11;5;4;11;1;8;;;;;;72;34;106;18;4;4;0;2;5;1;0;153;84;237;50;34;;37;23;60;11;12;;17;5;22;3;2;0;24;17;41;3;14;1;0;1;0;;7;7;14;7;5;2;7;2;;34;42;76;22;20;;8;6;14;6;15;6;21;1;1;2;2
13.09.2026;Stadtratswahl;03403000;214;214 GS Drielake;1;1;930;365;0;1295;614;0;6;608;1794;249;115;364;39;13;9;4;7;16;7;0;17;3;200;354;554;292;28;12;5;3;1;5;4;1;1;2;0;107;147;254;24;73;10;16;0;0;1;2;4;7;10;111;97;208;58;6;9;1;12;7;4;;;;;;27;16;43;4;1;6;1;0;3;0;1;127;79;206;53;26;;54;12;66;8;4;;6;1;7;0;0;1;10;12;22;8;4;0;0;0;0;;4;4;8;4;1;1;2;1;;31;8;39;3;5;;10;8;18;8;1;2;3;0;0;2;0
13.09.2026;Stadtratswahl;03403000;301;301 Grundschule Bloherfelde;1;1;1194;359;0;1553;761;0;9;752;2213;325;218;543;60;59;4;28;25;8;10;9;13;2;282;304;586;124;29;20;12;37;10;21;2;8;17;13;11;183;104;287;37;19;14;11;3;0;6;11;0;1;2;131;86;217;10;16;13;14;4;0;0;6;2;10;9;2;60;26;86;5;7;6;8;;;;;142;69;211;57;12;;76;32;108;13;19;;8;7;15;7;0;;28;17;45;17;;;;;;;4;5;9;5;6;0;6;0;0;31;20;51;11;8;1;25;15;40;15;8;1;9;1;0;0;0
13.09.2026;Stadtratswahl;03403000;302;302 Gymnasium Eversten;1;1;1211;266;0;1477;552;0;12;540;1573;237;131;368;29;30;8;25;3;7;11;5;7;6;179;165;344;55;21;17;6;15;8;12;4;7;0;6;14;55;36;91;5;5;6;5;3;1;1;4;1;5;0;198;100;298;19;24;18;8;9;8;0;5;0;1;3;5;35;23;58;7;5;6;5;;;;;102;104;206;68;36;;32;24;56;17;7;;17;9;26;4;5;;40;12;52;12;;;;;;;11;5;16;5;14;7;21;6;1;4;12;16;4;7;1;7;8;15;8;4;2;6;2;0;0;0
13.09.2026;Stadtratswahl;03403000;303;303 Grundschule Bloherfelde;1;1;1427;605;0;2032;873;0;8;865;2547;434;253;687;70;37;16;37;17;21;2;15;25;13;295;360;655;136;51;62;17;22;5;23;4;8;14;9;9;182;216;398;64;40;29;22;5;1;11;34;2;6;2;191;71;262;14;16;9;9;4;4;1;2;1;6;3;2;44;34;78;10;5;15;4;;;;;118;67;185;39;28;;64;24;88;9;15;;14;15;29;9;6;;34;12;46;12;;;;;;;15;6;21;6;18;4;22;4;0;13;11;24;8;3;0;27;10;37;10;7;8;15;4;3;0;1
13.09.2026;Stadtratswahl;03403000;304;304 Grundschule Bloherfelde;1;1;803;286;0;1089;492;0;13;479;1413;239;125;364;37;23;11;15;15;7;6;3;4;4;144;185;329;77;24;30;11;12;2;7;3;5;3;8;3;126;92;218;29;30;10;5;2;2;4;6;2;2;0;110;62;172;8;16;11;1;1;2;7;3;0;1;11;1;27;11;38;1;2;6;2;;;;;66;34;100;20;14;;49;14;63;7;7;;2;3;5;1;2;;39;9;48;9;;;;;;;1;3;4;3;4;2;6;2;0;22;16;38;2;14;0;13;7;20;7;7;1;8;0;1;0;0
13.09.2026;Stadtratswahl;03403000;305;305 Gymnasium Eversten;1;1;1037;393;0;1430;636;0;4;632;1882;344;175;519;71;24;10;30;6;7;5;8;5;9;216;201;417;96;23;21;10;11;2;11;3;5;4;6;9;127;112;239;31;14;20;9;7;0;8;12;2;8;1;231;52;283;10;12;9;3;4;1;1;6;1;0;1;4;31;34;65;7;9;15;3;;;;;63;55;118;40;15;;67;28;95;16;12;;8;4;12;4;0;;16;7;23;7;;;;;;;12;1;13;1;14;8;22;2;6;26;20;46;6;12;2;20;6;26;6;2;2;4;1;1;0;0
13.09.2026;Stadtratswahl;03403000;306;306 Grundschule Wechloy;1;1;1139;399;0;1538;667;0;7;660;1956;477;183;660;62;29;17;31;16;3;6;8;1;10;174;179;353;42;20;29;30;5;5;11;5;7;6;11;8;115;99;214;17;6;25;9;5;4;10;12;5;5;1;184;56;240;16;4;6;9;1;2;4;2;0;2;5;5;28;19;47;5;1;7;6;;;;;104;55;159;38;17;;80;41;121;27;14;;13;12;25;11;1;;28;3;31;3;;;;;;;20;1;21;1;8;2;10;1;1;35;24;59;19;0;5;5;9;14;9;1;1;2;0;1;0;0
13.09.2026;Stadtratswahl;03403000;307;307 BBS Haarentor;1;1;1196;413;0;1609;706;0;7;699;2079;417;148;565;46;27;6;22;11;2;12;5;11;6;223;108;331;30;19;18;1;11;3;5;1;6;1;6;7;118;79;197;17;13;35;2;1;0;1;4;0;5;1;316;139;455;24;24;30;20;11;3;1;10;1;5;8;2;27;19;46;4;6;6;3;;;;;87;37;124;32;5;;93;30;123;19;11;;19;6;25;1;5;;29;6;35;6;;;;;;;9;9;18;9;13;3;16;2;1;53;50;103;45;3;2;25;8;33;8;3;5;8;2;2;1;0
13.09.2026;Stadtratswahl;03403000;308;308 Freiwillige Feuerwehr Haarentor;1;1;1385;378;0;1763;795;0;4;791;2348;470;176;646;60;27;21;20;17;5;9;10;0;7;266;171;437;30;30;58;10;7;0;6;2;2;5;17;4;93;57;150;17;5;16;6;2;1;4;3;0;0;3;404;107;511;23;13;16;5;2;3;3;9;0;15;6;12;53;21;74;5;2;9;5;;;;;100;34;134;20;14;;110;27;137;16;11;;28;19;47;11;8;;26;10;36;10;;;;;;;13;7;20;7;18;3;21;3;0;44;57;101;47;7;3;9;9;18;9;6;10;16;4;1;0;5
13.09.2026;Stadtratswahl;03403000;309;309 Grundschule Babenend;1;1;1264;497;0;1761;862;0;6;856;2529;481;202;683;61;35;21;29;25;5;6;9;5;6;281;321;602;58;59;100;29;20;13;11;3;7;4;10;7;177;131;308;56;15;22;11;4;7;6;0;3;4;3;204;72;276;13;20;10;5;1;2;3;5;1;3;4;5;50;38;88;20;7;10;1;;;;;121;57;178;40;17;;106;67;173;14;53;;21;3;24;1;2;;21;3;24;3;;;;;;;8;7;15;7;4;0;4;0;0;50;59;109;52;4;3;17;7;24;7;10;11;21;7;0;3;1
13.09.2026;Stadtratswahl;03403000;310;310 Grundschule Dietrichsfeld;1;1;1525;509;0;2034;881;0;7;874;2617;446;239;685;90;30;15;35;24;16;12;2;8;7;259;396;655;70;63;164;7;15;24;11;6;5;8;16;7;147;147;294;43;14;25;16;11;17;5;9;4;2;1;247;131;378;23;37;26;10;10;3;3;3;1;5;3;7;57;39;96;17;10;8;4;;;;;147;70;217;46;24;;61;27;88;19;8;;17;14;31;10;4;;31;7;38;7;;;;;;;13;4;17;4;0;1;1;0;1;40;34;74;18;14;2;7;9;16;9;18;9;27;4;1;2;2
13.09.2026;Stadtratswahl;03403000;311;311 Grundschule Dietrichsfeld;1;1;1227;289;0;1516;645;0;12;633;1880;285;132;417;34;22;14;15;15;4;2;6;10;10;182;240;422;52;75;43;8;6;10;7;6;5;3;13;12;107;85;192;23;9;20;5;2;11;2;7;1;4;1;250;99;349;26;9;23;9;6;3;1;4;2;4;9;3;14;18;32;7;2;7;2;;;;;123;63;186;49;14;;63;21;84;8;13;;14;9;23;2;7;;27;13;40;13;;;;;;;8;5;13;5;9;5;14;3;2;33;30;63;21;4;5;21;11;32;11;6;7;13;6;1;0;0
13.09.2026;Stadtratswahl;03403000;312;312 Grundschule Babenend;1;1;1009;228;0;1237;519;0;11;508;1350;214;106;320;43;11;10;14;10;1;6;7;3;1;204;163;367;23;45;22;9;16;5;10;1;8;5;7;12;61;93;154;43;12;20;7;1;2;4;2;1;1;0;115;75;190;19;18;13;9;2;0;0;5;1;1;5;2;25;22;47;8;1;5;8;;;;;22;52;74;31;21;;38;17;55;6;11;;8;6;14;5;1;;11;10;21;10;;;;;;;9;3;12;3;9;6;15;5;1;22;24;46;18;1;5;15;7;22;7;9;4;13;4;0;0;0
13.09.2026;Stadtratswahl;03403000;313;313 Grundschule Dietrichsfeld;1;1;1387;353;0;1740;685;0;8;677;1974;283;202;485;51;44;23;21;28;3;12;4;8;8;186;253;439;37;62;69;7;8;12;9;7;5;14;8;15;119;91;210;22;9;27;7;3;5;6;6;2;1;3;216;93;309;15;16;17;6;2;8;1;6;4;4;6;8;35;31;66;9;16;1;5;;;;;155;77;232;49;28;;55;16;71;11;5;;23;4;27;3;1;;9;11;20;11;;;;;;;19;1;20;1;8;2;10;1;1;15;18;33;9;6;3;20;4;24;4;26;2;28;1;1;0;0
13.09.2026;Stadtratswahl;03403000;314;314 Jugendfreizeitstätte Bürgerfelde;1;1;1063;371;0;1434;605;0;8;597;1759;267;127;394;42;19;8;14;13;7;10;1;3;10;210;161;371;36;32;33;6;5;9;4;2;2;17;8;7;201;96;297;33;13;9;8;3;12;5;4;1;3;5;193;45;238;7;11;10;4;1;0;2;3;0;0;6;1;37;25;62;5;13;6;1;;;;;123;48;171;39;9;;42;18;60;11;7;;15;6;21;5;1;;26;11;37;11;;;;;;;11;0;11;0;3;0;3;0;0;16;15;31;8;6;1;9;8;17;8;21;25;46;10;5;10;0
13.09.2026;Stadtratswahl;03403000;400;400 GS Alexandersfeld;1;1;900;296;0;1196;535;0;4;531;1571;238;123;361;36;15;22;10;7;10;7;7;9;0;193;168;361;47;65;9;6;11;14;3;2;2;1;3;5;148;128;276;34;42;9;14;7;6;7;7;2;;;128;55;183;11;29;6;1;8;;;;;;;;43;26;69;15;2;2;6;1;0;;;105;58;163;28;17;13;42;9;51;9;;;8;4;12;2;2;;10;5;15;5;;6;4;10;4;0;6;6;12;6;1;3;4;3;;5;13;18;4;4;5;16;2;18;2;13;5;18;2;2;1;0
13.09.2026;Stadtratswahl;03403000;401;401 GS Alexandersfeld;1;1;1332;370;0;1702;830;0;16;814;2403;211;124;335;42;14;20;6;11;8;5;2;16;0;419;320;739;134;26;27;25;35;33;7;4;11;9;4;5;181;198;379;84;21;27;22;17;9;6;3;9;;;157;64;221;16;25;9;9;5;;;;;;;;80;36;116;6;6;12;2;4;6;;;164;138;302;107;16;15;39;35;74;35;;;15;10;25;4;6;;26;6;32;6;;4;1;5;1;3;11;4;15;4;24;2;26;2;;37;27;64;5;13;9;25;9;34;9;22;11;33;2;6;1;2
13.09.2026;Stadtratswahl;03403000;402;402 GS Alexandersfeld;1;1;1117;384;0;1501;652;0;11;641;1903;321;153;474;39;18;41;8;3;14;13;1;13;3;250;267;517;107;44;18;15;21;12;8;4;7;19;7;5;152;94;246;35;17;14;6;9;5;2;2;4;;;120;50;170;14;23;8;2;3;;;;;;;;42;33;75;15;2;6;6;2;2;;;102;92;194;74;8;10;34;12;46;12;;;15;8;23;5;3;;16;15;31;15;;3;0;3;0;9;16;7;23;7;3;3;6;3;;32;23;55;6;10;7;16;7;23;7;6;2;8;0;2;0;0
13.09.2026;Stadtratswahl;03403000;403;403 Oberschule Ofenerdiek;1;1;1183;392;0;1575;700;0;8;692;2033;260;121;381;36;15;24;13;5;6;7;2;12;1;312;281;593;101;61;28;18;7;30;6;2;8;3;8;9;127;145;272;50;60;12;5;4;3;1;8;2;;;141;71;212;21;19;21;2;8;;;;;;;;79;22;101;9;4;5;2;1;1;;;132;126;258;89;19;18;34;12;46;12;;;9;13;22;5;8;;24;17;41;17;;3;0;3;0;2;6;2;8;2;2;0;2;0;;29;29;58;4;21;4;5;3;8;3;12;14;26;4;9;1;0
13.09.2026;Stadtratswahl;03403000;404;404 Oberschule Ofenerdiek;1;1;1077;369;0;1446;707;0;10;697;2066;269;115;384;43;12;16;1;9;9;8;2;14;1;333;300;633;139;28;35;12;14;34;10;7;8;5;5;3;125;124;249;53;22;20;13;4;2;2;8;0;;;133;75;208;26;27;13;5;4;;;;;;;;35;26;61;15;1;2;1;3;4;;;143;181;324;142;19;20;43;12;55;12;;;7;11;18;4;7;;25;6;31;6;;1;0;1;0;8;8;4;12;4;0;1;1;1;;13;14;27;10;3;1;31;12;43;12;7;4;11;1;1;0;2
13.09.2026;Stadtratswahl;03403000;405;405 Oberschule Ofenerdiek;1;1;1091;342;0;1433;684;0;4;680;1991;281;138;419;39;22;28;12;12;6;2;7;9;1;213;305;518;90;79;35;15;15;19;6;1;8;13;19;5;160;171;331;65;35;24;11;10;6;14;4;2;;;79;49;128;9;30;3;1;6;;;;;;;;30;43;73;23;5;1;6;3;5;;;224;171;395;118;34;19;15;9;24;9;;;6;0;6;0;0;;5;3;8;3;;3;1;4;1;0;6;2;8;2;5;1;6;1;;21;10;31;3;3;4;8;20;28;20;2;10;12;3;5;1;1
13.09.2026;Stadtratswahl;03403000;406;406 Oberschule Ofernerdiek;1;1;1238;381;0;1619;695;0;10;685;1990;314;131;445;35;12;32;11;5;11;2;6;11;6;276;322;598;157;35;42;14;10;33;7;4;2;7;10;1;171;170;341;59;34;30;23;4;8;6;4;2;;;107;65;172;18;29;6;7;5;;;;;;;;30;41;71;24;4;1;4;6;2;;;60;55;115;45;7;3;41;28;69;28;;;20;9;29;9;0;;21;13;34;13;;0;1;1;1;6;14;8;22;8;2;2;4;2;;30;14;44;6;5;3;13;10;23;10;9;7;16;2;4;1;0
13.09.2026;Stadtratswahl;03403000;407;407 Oberschule Ofenerdiek;1;1;1128;361;0;1489;672;0;8;664;1952;281;89;370;35;7;15;6;7;13;0;2;4;0;269;264;533;84;40;22;20;11;34;8;8;11;14;7;5;177;133;310;58;35;12;7;5;4;4;4;4;;;103;46;149;8;26;4;1;7;;;;;;;;26;91;117;71;9;0;5;2;4;;;140;109;249;89;13;7;37;22;59;22;;;7;8;15;3;5;;14;14;28;14;;0;2;2;2;8;20;5;25;5;6;1;7;1;;30;10;40;0;4;6;23;11;34;11;6;0;6;0;0;0;0
13.09.2026;Stadtratswahl;03403000;408;408 Haus der Jugend;1;1;1196;392;0;1588;754;0;5;749;2211;279;113;392;23;11;28;11;4;16;5;4;9;2;220;290;510;83;123;18;26;9;16;2;0;1;7;3;2;212;209;421;98;25;28;12;13;12;13;6;2;;;160;66;226;16;29;7;3;11;;;;;;;;32;77;109;55;6;3;4;3;6;;;156;115;271;88;16;11;40;33;73;33;;;24;13;37;9;4;;12;4;16;4;;0;1;1;1;1;6;5;11;5;5;3;8;3;;45;28;73;9;11;8;13;20;33;20;15;14;29;9;4;1;0
13.09.2026;Stadtratswahl;03403000;409;409 Seniorentreffpunkt am Pavillon;1;1;1128;235;0;1363;511;0;7;504;1493;143;104;247;27;7;23;21;4;9;6;2;4;1;201;220;421;64;70;27;10;9;11;6;4;4;7;3;5;85;132;217;100;13;8;2;5;1;0;3;0;;;132;71;203;13;36;12;1;9;;;;;;;;31;7;38;5;1;0;0;0;1;;;114;90;204;62;12;16;18;10;28;10;;;20;10;30;7;3;;7;11;18;11;;11;1;12;1;2;15;7;22;7;5;2;7;2;;10;9;19;3;1;5;2;10;12;10;4;9;13;6;0;1;2
13.09.2026;Stadtratswahl;03403000;410;410 Grundschule Etzhorn;1;1;1317;352;0;1669;873;0;10;863;2510;359;179;538;51;26;38;12;6;27;6;2;10;1;311;319;630;114;31;23;16;10;50;8;27;11;17;4;8;294;184;478;89;28;25;7;17;4;4;5;5;;;101;82;183;11;32;8;26;5;;;;;;;;97;61;158;34;6;7;7;5;2;;;143;109;252;79;18;12;47;16;63;16;;;17;2;19;2;0;;8;7;15;7;;3;4;7;4;14;10;5;15;5;9;2;11;2;;39;31;70;14;12;5;20;23;43;23;11;3;14;1;1;1;0
13.09.2026;Stadtratswahl;03403000;411;411 GS Nadorst;1;1;1259;432;0;1691;737;0;11;726;2143;284;166;450;36;25;38;12;7;25;7;8;3;5;231;231;462;93;53;13;8;6;12;7;11;5;12;5;6;218;198;416;108;23;20;9;13;10;7;6;2;;;120;64;184;13;28;10;6;7;;;;;;;;68;87;155;26;12;18;16;11;4;;;139;68;207;54;8;6;52;26;78;26;;;15;4;19;3;1;;21;10;31;10;;12;3;15;3;3;12;8;20;8;5;3;8;3;;27;12;39;9;3;0;20;7;27;7;19;10;29;6;2;2;0
