datum;wahl;ags;gebiet-nr;gebiet-name;max-schnellmeldungen;anz-schnellmeldungen;A1;A2;A3;A;B;B1;C1;C2;D;D1_1;D1_3;D1_4;D1_2_1;D1_2_2;D1_2_3;D1_2_4;D1_2_5;D1_2_6;D1_2_7;D1_2_8;D1_2_9;D1_2_10;D2_1;D2_3;D2_4;D2_2_1;D2_2_2;D2_2_3;D2_2_4;D2_2_5;D2_2_6;D2_2_7;D2_2_8;D2_2_9;D2_2_10;D2_2_11;D2_2_12;D3_1;D3_3;D3_4;D3_2_1;D3_2_2;D3_2_3;D3_2_4;D3_2_5;D3_2_6;D3_2_7;D3_2_8;D3_2_9;D3_2_10;D3_2_11;D4_1;D4_3;D4_4;D4_2_1;D4_2_2;D4_2_3;D4_2_4;D4_2_5;D4_2_6;D4_2_7;D4_2_8;D4_2_9;D4_2_10;D4_2_11;D4_2_12;D5_1;D5_3;D5_4;D5_2_1;D5_2_2;D5_2_3;D5_2_4;D5_2_5;D5_2_6;D5_2_7;D5_2_8;D6_1;D6_3;D6_4;D6_2_1;D6_2_2;D6_2_3;D7_1;D7_3;D7_4;D7_2_1;D7_2_2;D7_2_3;D8_1;D8_3;D8_4;D8_2_1;D8_2_2;D8_2_3;D9_1;D9_3;D9_4;D9_2_1;D9_2_2;D10_1;D10_3;D10_4;D10_2_1;D11_4;D12_1;D12_3;D12_4;D12_2_1;D13_1;D13_3;D13_4;D13_2_1;D13_2_2;D14_1;D14_3;D14_4;D14_2_1;D14_2_2;D14_2_3;D15_1;D15_3;D15_4;D15_2_1;D16_1;D16_3;D16_4;D16_2_1;D16_2_2;D16_2_3;D16_2_4
13.09.2026;Stadtratswahl;03403000;412;412 Grundschule Nadorst;1;1;1122;254;0;1376;507;0;5;502;1461;114;103;217;29;14;18;2;3;15;11;2;8;1;124;178;302;68;24;18;13;6;15;6;7;3;14;2;2;88;168;256;115;13;5;8;4;3;13;5;2;;;108;78;186;27;26;14;5;6;;;;;;;;46;26;72;10;3;4;3;3;3;;;103;145;248;90;29;26;33;11;44;11;;;9;4;13;3;1;;7;5;12;5;;11;6;17;6;4;9;1;10;1;1;2;3;2;;43;9;52;5;3;1;4;11;15;11;8;2;10;1;1;0;0
13.09.2026;Stadtratswahl;03403000;413;413 IGS Flötenteich;1;1;1334;244;0;1578;549;0;12;537;1589;220;136;356;38;17;34;6;9;13;9;1;8;1;154;226;380;86;25;27;17;15;11;8;3;6;20;6;2;78;111;189;35;38;10;3;4;4;3;10;4;;;104;76;180;15;43;12;1;5;;;;;;;;25;38;63;23;1;3;0;9;2;;;106;103;209;78;17;8;39;13;52;13;;;6;7;13;7;0;;14;17;31;17;;18;3;21;3;6;22;5;27;5;0;3;3;3;;13;15;28;4;6;5;6;8;14;8;12;5;17;3;1;0;1
13.09.2026;Stadtratswahl;03403000;414;414 IGS Flötenteich;1;1;919;116;0;1035;383;0;9;374;1105;129;72;201;19;6;16;4;1;14;5;1;5;1;145;108;253;46;11;10;11;7;6;7;2;2;4;1;1;59;87;146;27;34;9;5;0;1;6;3;2;;;89;54;143;13;18;14;6;3;;;;;;;;11;7;18;2;0;1;0;3;1;;;98;97;195;58;27;12;27;12;39;12;;;10;7;17;4;3;;12;10;22;10;;4;5;9;5;1;16;5;21;5;5;2;7;2;;9;0;9;0;0;0;9;8;17;8;4;3;7;2;0;1;0
13.09.2026;Stadtratswahl;03403000;415;415 Grundschule Ohmstede;1;1;1213;381;0;1594;698;0;6;692;2024;272;183;455;45;19;33;15;7;21;11;12;17;3;222;218;440;68;35;25;30;17;13;12;2;2;5;5;4;160;138;298;40;41;30;7;7;3;3;2;5;;;197;78;275;10;44;10;6;8;;;;;;;;65;22;87;6;8;1;1;1;5;;;146;100;246;80;13;7;43;23;66;23;;;19;3;22;2;1;;19;19;38;19;;16;17;33;17;1;8;4;12;4;1;3;4;3;;9;13;22;4;3;6;12;9;21;9;3;1;4;1;0;0;0
13.09.2026;Stadtratswahl;03403000;416;416 Grundschule Ohmstede;1;1;1173;342;0;1515;732;0;9;723;2137;268;168;436;40;11;28;14;13;24;11;9;16;2;269;229;498;78;30;13;43;10;16;12;7;2;9;3;6;205;192;397;66;42;16;29;5;4;20;7;3;;;140;71;211;11;33;14;3;10;;;;;;;;64;37;101;25;6;1;1;3;1;;;143;122;265;90;17;15;28;7;35;7;;;30;8;38;4;4;;30;6;36;6;;5;6;11;6;8;12;6;18;6;2;0;2;0;;34;11;45;5;4;2;7;16;23;16;5;8;13;0;6;2;0
13.09.2026;Stadtratswahl;03403000;501;501 Caritas Begegnungsstätte;1;1;1032;284;0;1316;571;0;9;562;1636;134;75;209;17;29;2;5;4;6;5;7;;;191;216;407;65;33;18;11;12;7;10;6;6;42;4;2;148;140;288;63;15;7;3;6;4;12;2;27;1;;94;47;141;5;3;3;16;8;12;0;;;;;;47;40;87;29;5;2;1;3;;;;198;102;300;68;34;;38;14;52;2;6;6;15;6;21;3;3;;25;12;37;8;4;3;0;3;0;;15;10;25;10;;;;;;18;9;27;4;4;1;32;2;34;2;2;3;5;3;0;0;0
13.09.2026;Stadtratswahl;03403000;502;502 Kindertagesstätte Harreweg;1;1;1252;341;0;1593;619;0;9;610;1795;184;164;348;42;71;9;13;5;9;11;4;;;256;209;465;72;21;43;6;7;15;9;9;10;7;8;2;112;111;223;26;0;9;7;9;3;6;5;42;4;;126;52;178;7;6;3;5;15;15;1;;;;;;29;30;59;27;3;0;0;0;;;;200;127;327;93;34;;24;13;37;7;2;4;9;10;19;6;4;;43;14;57;13;1;0;1;1;1;;9;6;15;6;;;;;;29;11;40;5;3;3;3;12;15;12;3;8;11;5;2;1;0
13.09.2026;Stadtratswahl;03403000;503;503 Grundschule Bümmerstede;1;1;1056;275;0;1331;556;0;5;551;1638;149;119;268;18;53;14;7;5;5;12;5;;;167;223;390;71;19;17;11;16;29;16;9;9;8;18;0;138;90;228;28;27;13;3;4;1;1;3;8;2;;93;55;148;12;11;10;6;8;7;1;;;;;;28;32;60;16;10;2;1;3;;;;200;118;318;93;25;;26;13;39;3;9;1;6;9;15;4;5;;15;23;38;19;4;3;7;10;7;;23;8;31;8;;;;;;17;10;27;6;1;3;31;17;48;17;10;8;18;5;1;0;2
13.09.2026;Stadtratswahl;03403000;504;504 Grundschule Bümmerstede;1;1;1131;261;0;1392;597;0;13;584;1730;172;81;253;7;45;6;8;1;7;4;3;;;239;310;549;105;76;25;18;9;12;22;5;13;11;7;7;118;85;203;23;20;8;3;5;8;2;5;8;3;;86;69;155;10;23;12;7;14;2;1;;;;;;32;18;50;10;4;0;3;1;;;;196;108;304;84;24;;32;25;57;9;6;10;9;3;12;3;0;;20;20;40;17;3;0;8;8;8;;12;4;16;4;;;;;;38;10;48;8;0;2;10;11;21;11;5;9;14;1;4;1;3
13.09.2026;Stadtratswahl;03403000;505;505 Jugendfreizeitstätte Dwaschweg;1;1;1215;219;0;1434;656;0;5;651;1918;167;135;302;13;64;9;15;12;14;6;2;;;279;263;542;66;58;25;9;11;46;8;8;10;7;8;7;129;142;271;44;37;7;7;3;3;8;3;30;0;;103;65;168;13;9;9;11;10;9;4;;;;;;37;18;55;11;5;0;1;1;;;;234;135;369;96;39;;23;14;37;8;3;3;12;6;18;3;3;;34;17;51;9;8;3;5;8;5;;12;9;21;9;;;;;;26;7;33;3;4;0;16;17;33;17;6;4;10;1;2;0;1
13.09.2026;Stadtratswahl;03403000;506;506 GS Unter dem Regenbogen;1;1;1295;192;0;1487;440;0;12;428;1255;126;96;222;14;47;13;6;1;5;8;2;;;111;143;254;39;34;18;11;4;3;11;7;4;4;6;2;72;66;138;30;2;3;2;3;2;6;1;8;9;;136;75;211;7;20;15;11;9;11;2;;;;;;17;23;40;19;1;0;3;0;;;;150;73;223;51;22;;23;9;32;2;2;5;8;7;15;5;2;;28;11;39;5;6;0;5;5;5;;15;7;22;7;;;;;;11;4;15;1;2;1;14;16;30;16;5;4;9;2;1;0;1
13.09.2026;Stadtratswahl;03403000;507;507 GS Unter dem Regenbogen;1;1;1411;250;0;1661;616;0;20;596;1766;147;167;314;19;88;8;4;15;8;14;11;;;200;223;423;78;23;53;15;6;5;11;13;7;8;2;2;155;129;284;41;10;15;9;6;3;4;2;18;21;;161;101;262;16;9;22;15;15;23;1;;;;;;24;16;40;11;0;5;0;0;;;;167;106;273;71;35;;27;15;42;4;7;4;5;12;17;8;4;;19;25;44;14;11;3;9;12;9;;10;3;13;3;;;;;;9;5;14;1;4;0;4;14;18;14;9;1;10;1;0;0;0
13.09.2026;Stadtratswahl;03403000;508;508 Kindertagesstätte Harreweg;1;1;983;338;0;1321;601;0;10;591;1730;219;142;361;47;28;19;10;13;6;16;3;;;316;176;492;57;13;29;14;3;10;13;12;7;5;9;4;125;97;222;39;4;7;1;4;2;7;6;26;1;;77;56;133;14;6;7;6;10;12;1;;;;;;41;18;59;15;0;1;1;1;;;;165;73;238;57;16;;60;23;83;10;2;11;7;3;10;1;2;;28;17;45;17;0;13;4;17;4;;9;7;16;7;;;;;;19;4;23;1;1;2;10;13;23;13;7;1;8;0;1;0;0
13.09.2026;Stadtratswahl;03403000;509;509 Kindertagesstätte Harreweg;1;1;1069;221;0;1290;506;0;8;498;1459;120;111;231;24;35;12;5;7;3;20;5;;;208;166;374;59;25;17;20;7;4;6;4;6;7;4;7;130;86;216;32;7;3;1;3;2;3;5;26;4;;105;52;157;8;13;6;9;7;6;3;;;;;;17;21;38;16;2;2;0;1;;;;186;107;293;70;37;;26;11;37;4;2;5;7;10;17;5;5;;21;13;34;7;6;0;1;1;1;;4;4;8;4;;;;;;29;12;41;7;4;1;7;3;10;3;2;0;2;0;0;0;0
13.09.2026;Stadtratswahl;03403000;510;510 IGS Kreyenbrück;1;1;1296;179;0;1475;445;0;18;427;1262;102;93;195;12;36;6;9;3;7;18;2;;;173;168;341;63;18;38;2;0;7;15;5;8;8;3;1;70;46;116;22;3;6;4;1;0;2;0;6;2;;108;76;184;10;10;26;11;12;4;3;;;;;;23;24;47;16;3;0;4;1;;;;109;87;196;58;29;;19;9;28;2;3;4;8;5;13;2;3;;27;11;38;7;4;5;11;16;11;;16;4;20;4;;;;;;12;20;32;10;7;3;5;24;29;24;3;4;7;1;2;0;1
13.09.2026;Stadtratswahl;03403000;511;511 IGS Kreyenbrück SEK 1;1;1;1034;253;0;1287;462;0;11;451;1310;106;68;174;14;13;6;3;8;9;13;2;;;184;209;393;78;9;26;16;8;20;11;2;11;9;6;13;87;106;193;30;13;15;4;2;3;8;1;21;9;;108;35;143;4;6;14;1;7;3;0;;;;;;14;8;22;6;0;1;0;1;;;;125;110;235;86;24;;26;2;28;2;0;0;10;5;15;3;2;;34;10;44;9;1;0;1;1;1;;3;1;4;1;;;;;;9;10;19;3;4;3;16;17;33;17;3;3;6;0;0;0;3
13.09.2026;Stadtratswahl;03403000;512;512 IGS Kreyenbrück;1;1;1350;270;0;1620;574;0;9;565;1681;137;168;305;27;47;64;2;7;6;12;3;;;202;183;385;67;21;29;13;13;7;10;6;1;5;9;2;90;95;185;26;6;23;0;9;2;4;4;15;6;;154;92;246;16;26;19;6;7;16;2;;;;;;25;26;51;20;3;1;1;1;;;;185;117;302;91;26;;31;15;46;9;0;6;17;9;26;2;7;;36;23;59;11;12;3;7;10;7;;6;6;12;6;;;;;;15;12;27;8;2;2;12;4;16;4;9;2;11;1;0;0;1
13.09.2026;Stadtratswahl;03403000;513;513 IGS Keyenbrück SEK 1;1;1;968;324;0;1292;514;0;10;504;1482;171;123;294;22;43;16;10;7;11;11;3;;;209;190;399;57;17;19;31;11;14;14;6;9;6;4;2;127;76;203;29;7;12;2;4;2;1;3;11;5;;105;53;158;16;9;3;2;9;11;3;;;;;;25;17;42;11;4;1;1;0;;;;140;105;245;78;27;;17;5;22;2;0;3;12;5;17;4;1;;20;17;37;13;4;4;3;7;3;;11;4;15;4;;;;;;12;9;21;6;1;2;4;8;12;8;7;3;10;1;1;0;1
13.09.2026;Stadtratswahl;03403000;514;514 Grundschule Krusenbusch;1;1;966;203;0;1169;568;0;12;556;1612;170;76;246;22;13;12;8;3;3;11;4;;;144;194;338;61;49;11;10;8;18;11;3;8;4;5;6;132;159;291;34;57;9;4;13;4;9;4;21;4;;97;32;129;4;9;3;5;6;4;1;;;;;;28;33;61;20;9;0;0;4;;;;215;154;369;111;43;;28;14;42;10;1;3;7;7;14;5;2;;22;22;44;14;8;1;0;1;0;;6;6;12;6;;;;;;25;4;29;3;1;0;15;5;20;5;9;7;16;0;6;1;0
13.09.2026;Stadtratswahl;03403000;515;515 Grundschule Krusenbusch;1;1;1635;256;0;1891;878;0;18;860;2506;180;98;278;15;41;8;4;6;11;10;3;;;274;221;495;84;56;18;11;12;13;3;8;3;11;0;2;175;153;328;40;61;10;9;3;11;2;1;11;5;;157;107;264;28;18;15;11;19;11;5;;;;;;36;18;54;13;3;1;1;0;;;;347;369;716;278;91;;25;25;50;4;6;15;32;13;45;9;4;;71;38;109;29;9;22;27;49;27;;14;4;18;4;;;;;;22;4;26;3;0;1;37;17;54;17;15;5;20;3;2;0;0
13.09.2026;Stadtratswahl;03403000;516;516 GS Paul-Maar-Schule;1;1;1275;361;0;1636;702;0;6;696;2074;323;94;417;29;23;10;5;5;0;18;4;;;285;209;494;64;37;23;18;7;12;11;10;5;13;5;4;134;184;318;63;71;8;8;7;4;6;2;11;4;;128;81;209;13;21;11;8;16;10;2;;;;;;51;28;79;17;7;0;2;2;;;;227;142;369;111;31;;44;19;63;6;3;10;6;9;15;6;3;;16;19;35;14;5;7;7;14;7;;3;3;6;3;;;;;;11;12;23;6;5;1;8;12;20;12;11;1;12;1;0;0;0
13.09.2026;Stadtratswahl;03403000;517;517 GS Paul-Maar-Schule;1;1;881;268;0;1149;586;0;3;583;1721;236;132;368;31;30;19;1;10;13;27;1;;;294;205;499;84;34;10;11;9;17;5;9;5;12;8;1;172;160;332;108;18;4;4;8;3;1;0;13;1;;73;53;126;9;19;3;8;6;2;6;;;;;;43;29;72;20;5;1;2;1;;;;120;82;202;68;14;;31;11;42;4;6;1;2;1;3;0;1;;10;3;13;3;0;4;3;7;3;;1;2;3;2;;;;;;11;13;24;3;10;0;20;8;28;8;1;1;2;0;0;1;0
13.09.2026;Stadtratswahl;03403000;601;601 Grundschule Hogenkamp;1;1;1078;359;0;1437;676;0;7;669;1940;245;177;422;54;23;32;15;28;3;5;9;6;2;265;237;502;60;77;19;16;25;4;7;4;8;6;0;11;109;190;299;63;50;11;30;1;19;9;4;2;0;1;101;71;172;18;19;11;13;8;2;;;;;;;43;28;71;10;5;7;1;5;;;;145;66;211;46;20;;66;21;87;9;5;7;14;2;16;2;;;7;4;11;4;;;;;;;7;1;8;1;8;1;9;0;1;33;31;64;25;5;1;10;43;53;43;12;3;15;0;3;0;0
13.09.2026;Stadtratswahl;03403000;602;602 Grundschule Hogenkamp;1;1;959;328;0;1287;646;0;3;643;1916;291;171;462;77;32;12;15;10;2;8;9;2;4;219;281;500;58;14;24;24;15;9;5;8;78;8;21;17;149;119;268;50;24;9;18;2;3;0;4;0;4;5;104;58;162;19;10;10;5;5;9;;;;;;;36;30;66;7;7;2;11;3;;;;126;78;204;42;36;;50;19;69;12;7;0;3;7;10;7;;;32;15;47;15;;;;;;;6;4;10;4;4;3;7;1;2;19;23;42;14;4;5;10;48;58;48;10;1;11;1;0;0;0
13.09.2026;Stadtratswahl;03403000;603;603 Grundschule Hogenkamp;1;1;1089;220;0;1309;597;0;11;586;1725;233;145;378;50;20;35;5;16;8;2;3;4;2;233;213;446;32;27;24;23;21;6;20;12;8;17;17;6;86;147;233;50;53;10;16;0;7;2;4;2;0;3;135;57;192;15;8;20;2;7;5;;;;;;;50;34;84;9;8;9;7;1;;;;113;71;184;43;28;;13;17;30;5;11;1;10;2;12;2;;;24;12;36;12;;;;;;;9;4;13;4;8;1;9;1;0;19;30;49;22;4;4;9;43;52;43;6;1;7;0;1;0;0
13.09.2026;Stadtratswahl;03403000;604;604 Grundschule Hogenkamp;1;1;1195;482;0;1677;732;0;10;722;2145;377;173;550;68;25;20;10;20;6;11;5;6;2;271;222;493;46;23;24;29;29;6;11;4;12;18;8;12;150;168;318;69;30;9;25;5;13;5;2;3;6;1;200;46;246;22;11;4;8;0;1;;;;;;;48;41;89;24;3;4;6;4;;;;153;43;196;26;17;;46;15;61;11;2;2;4;12;16;12;;;37;13;50;13;;;;;;;20;4;24;4;10;0;10;0;0;29;31;60;29;0;2;15;12;27;12;2;3;5;2;1;0;0
13.09.2026;Stadtratswahl;03403000;605;605 LBZ für Hörgeschädigte;1;1;1749;534;0;2283;934;0;5;929;2743;467;213;680;83;30;31;11;17;7;12;12;7;3;352;214;566;61;16;16;21;12;4;3;4;10;32;16;19;169;191;360;68;29;12;35;5;11;3;7;4;0;17;274;123;397;34;35;22;15;7;10;;;;;;;83;23;106;8;2;4;1;8;;;;181;101;282;67;34;;93;16;109;8;6;2;20;3;23;3;;;59;17;76;17;;;;;;;12;3;15;3;8;10;18;6;4;11;23;34;17;3;3;9;42;51;42;15;11;26;3;3;2;3
13.09.2026;Stadtratswahl;03403000;606;606 LBZ für Hörgeschädigte;1;1;1264;340;0;1604;738;0;6;732;2184;327;159;486;68;24;13;11;18;2;5;8;4;6;284;264;548;73;24;19;40;14;9;14;6;25;22;10;8;90;190;280;90;31;15;21;2;12;5;3;5;0;6;184;96;280;35;18;14;11;8;10;;;;;;;37;11;48;0;5;6;0;0;;;;133;52;185;36;16;;45;26;71;14;6;6;18;1;19;1;;;62;10;72;10;;;;;;;10;8;18;8;14;7;21;4;3;24;48;72;37;7;4;18;53;71;53;8;5;13;1;0;1;3
13.09.2026;Stadtratswahl;03403000;607;607 IGS Helene-Lange-Schule;1;1;1047;297;0;1344;600;0;7;593;1766;287;177;464;84;20;18;3;18;7;4;3;11;9;214;201;415;53;17;18;22;14;15;7;11;16;14;7;7;118;193;311;106;32;11;24;0;7;6;0;4;1;2;152;54;206;11;19;4;13;5;2;;;;;;;66;22;88;6;2;3;5;6;;;;68;31;99;19;12;;37;25;62;14;6;5;5;4;9;4;;;10;3;13;3;;;;;;;13;3;16;3;5;1;6;1;0;27;30;57;30;0;0;3;11;14;11;3;3;6;0;0;0;3
13.09.2026;Stadtratswahl;03403000;608;608 Kath. Grundschule Eversten;1;1;1189;276;0;1465;557;0;8;549;1614;201;152;353;63;26;15;9;14;5;8;7;1;4;211;180;391;49;22;12;13;7;10;5;14;15;23;5;5;89;84;173;41;25;9;4;0;0;3;0;1;1;0;158;96;254;23;23;17;20;6;7;;;;;;;21;11;32;4;0;3;0;4;;;;129;86;215;57;29;;40;13;53;10;3;0;12;1;13;1;;;31;16;47;16;;;;;;;10;3;13;3;14;4;18;2;2;6;7;13;3;4;0;9;20;29;20;5;5;10;2;0;1;2
13.09.2026;Stadtratswahl;03403000;609;609 Kath. Grundschule Eversten;1;1;1194;381;0;1575;751;0;11;740;2160;402;210;612;89;29;20;24;12;6;7;8;9;6;247;221;468;62;31;26;23;15;5;5;9;14;11;4;16;171;155;326;86;35;8;14;4;5;1;1;1;0;0;167;92;259;35;18;13;11;6;9;;;;;;;42;21;63;9;3;5;1;3;;;;116;55;171;36;19;;71;19;90;8;4;7;16;8;24;8;;;29;8;37;8;;;;;;;4;3;7;3;13;0;13;0;0;24;18;42;16;2;0;9;22;31;22;5;12;17;8;2;1;1
13.09.2026;Stadtratswahl;03403000;610;610 Außenstelle Herbartgymnasium;1;1;1086;293;0;1379;558;0;14;544;1610;247;126;373;51;15;8;3;8;3;11;3;13;11;228;174;402;72;19;13;10;10;4;7;6;13;6;2;12;49;106;155;40;25;3;20;3;5;2;2;4;1;1;203;68;271;15;14;12;12;4;11;;;;;;;30;15;45;3;4;4;2;2;;;;72;43;115;29;14;;52;23;75;7;11;5;19;4;23;4;;;27;6;33;6;;;;;;;14;4;18;4;23;1;24;1;0;16;16;32;12;1;3;15;21;36;21;4;4;8;3;0;0;1
13.09.2026;Stadtratswahl;03403000;611;611 IGS Helene-Lange-Schule;1;1;1123;349;0;1472;726;0;7;719;2135;416;170;586;80;18;19;10;12;2;11;8;7;3;264;211;475;79;16;12;23;31;6;8;4;11;16;0;5;136;198;334;101;32;13;26;1;3;5;6;3;3;5;159;90;249;44;17;13;3;8;5;;;;;;;55;33;88;8;7;4;5;9;;;;77;37;114;23;14;;76;33;109;28;4;1;16;3;19;3;;;17;6;23;6;;;;;;;14;6;20;6;3;1;4;1;0;23;23;46;23;0;0;22;32;54;32;5;9;14;2;6;1;0
13.09.2026;Stadtratswahl;03403000;612;612 Oberschule Eversten;1;1;981;339;0;1320;543;0;14;529;1560;275;132;407;47;25;10;1;17;6;11;5;6;4;192;153;345;75;3;10;17;16;2;4;1;5;6;6;8;145;119;264;44;21;14;24;0;5;4;1;2;4;0;126;54;180;17;10;9;10;5;3;;;;;;;29;8;37;2;1;1;2;2;;;;72;45;117;28;17;;51;14;65;12;1;1;24;8;32;8;;;22;10;32;10;;;;;;;9;3;12;3;6;1;7;1;0;4;9;13;6;1;2;6;32;38;32;8;3;11;3;0;0;0
13.09.2026;Stadtratswahl;03403000;613;613 Oberschule Eversten;1;1;1126;423;0;1549;632;0;9;623;1857;365;141;506;61;18;14;7;13;4;6;7;7;4;222;151;373;37;22;23;15;10;6;3;9;6;9;2;9;112;86;198;31;16;5;12;4;7;4;3;2;0;2;192;96;288;32;25;18;14;3;4;;;;;;;16;30;46;4;11;4;4;7;;;;85;42;127;31;11;;77;32;109;17;9;6;19;7;26;7;;;33;3;36;3;;;;;;;14;9;23;9;7;4;11;3;1;15;56;71;48;3;5;6;30;36;30;7;0;7;0;0;0;0
13.09.2026;Stadtratswahl;03403000;614;614 LBZ für Hörgeschädigte;1;1;1088;313;0;1401;606;0;6;600;1772;278;135;413;50;21;21;6;11;7;7;4;6;2;203;174;377;35;14;13;25;10;7;4;16;17;19;4;10;112;162;274;48;29;21;13;5;9;8;1;2;4;22;158;45;203;14;14;2;7;3;5;;;;;;;27;37;64;11;6;9;3;8;;;;148;72;220;48;24;;30;21;51;6;7;8;17;8;25;8;;;14;15;29;15;;;;;;;9;9;18;9;11;4;15;4;0;26;12;38;12;0;0;9;28;37;28;7;1;8;0;1;0;0
13.09.2026;Stadtratswahl;03403000;910;910 Briefwahl;1;1;;;;;566;566;3;563;1688;275;205;480;53;34;6;7;14;30;52;9;;;225;131;356;44;24;11;15;8;2;6;3;10;3;2;3;106;67;173;10;6;13;10;0;6;6;3;9;2;2;211;65;276;18;16;3;3;7;2;2;10;4;;;;35;23;58;7;4;3;7;2;0;;;41;16;57;10;6;;60;37;97;19;18;;5;15;20;12;1;2;26;1;27;1;;0;0;0;0;;9;5;14;5;12;7;19;7;;42;24;66;15;7;2;7;14;21;14;15;9;24;0;2;3;4
13.09.2026;Stadtratswahl;03403000;911;911 Briefwahl;1;1;;;;;757;757;6;751;2245;501;315;816;120;40;13;11;35;21;65;10;;;198;208;406;89;35;16;13;22;1;1;1;1;4;6;19;176;95;271;32;10;17;8;2;11;9;0;0;4;2;240;93;333;29;16;6;2;6;12;7;11;4;;;;37;11;48;1;5;0;5;0;0;;;43;9;52;4;5;;96;70;166;38;32;;12;9;21;7;2;0;16;10;26;10;;1;0;1;0;;11;2;13;2;15;15;30;15;;23;12;35;3;8;1;11;12;23;12;3;1;4;1;0;0;0
13.09.2026;Stadtratswahl;03403000;912;912 Briefwahl;1;1;;;;;631;631;1;630;1888;383;205;588;40;24;7;5;24;33;57;15;;;238;197;435;101;34;15;5;12;2;4;1;9;2;6;6;108;66;174;11;4;9;10;3;6;8;1;9;5;0;177;109;286;20;32;11;11;9;9;4;12;1;;;;52;29;81;2;8;1;16;1;1;;;58;21;79;11;10;;86;62;148;13;49;;6;9;15;2;7;0;23;1;24;1;;1;0;1;0;;6;3;9;3;2;2;4;2;;24;1;25;0;1;0;13;6;19;6;0;0;0;0;0;0;0
13.09.2026;Stadtratswahl;03403000;913;913 Briefwahl;1;1;;;;;517;517;1;516;1545;321;202;523;44;20;12;10;24;31;55;6;;;166;127;293;44;34;19;3;12;1;4;1;0;4;5;0;78;78;156;18;5;20;4;0;7;11;2;6;3;2;213;66;279;21;15;8;0;9;0;3;7;3;;;;25;13;38;1;3;1;7;1;0;;;58;10;68;0;10;;65;30;95;12;18;;2;7;9;2;4;1;18;6;24;6;;0;0;0;0;;13;3;16;3;4;1;5;1;;15;8;23;3;4;1;5;1;6;1;4;6;10;6;0;0;0
13.09.2026;Stadtratswahl;03403000;914;914 Briefwahl;1;1;;;;;747;747;5;742;2214;411;216;627;55;31;2;9;32;33;46;8;;;253;209;462;63;47;23;19;20;2;11;3;2;9;3;7;142;85;227;31;6;18;4;0;5;9;2;2;4;4;294;94;388;28;20;6;4;6;9;2;7;12;;;;60;34;94;3;14;1;10;2;4;;;74;30;104;7;23;;84;37;121;12;25;;18;0;18;0;0;0;20;4;24;4;;7;0;7;0;;21;9;30;9;4;2;6;2;;54;7;61;5;1;1;14;10;24;10;8;13;21;3;1;1;8
13.09.2026;Stadtratswahl;03403000;915;915 Briefwahl;1;1;;;;;710;710;5;705;2064;422;247;669;68;36;9;12;24;42;48;8;;;209;290;499;99;56;16;16;74;12;2;3;4;1;5;2;142;79;221;17;14;27;5;1;4;0;4;2;1;4;181;68;249;23;12;4;4;6;6;1;6;6;;;;41;44;85;11;13;5;11;3;1;;;53;1;54;1;0;;78;51;129;7;44;;15;8;23;2;6;0;26;8;34;8;;0;0;0;0;;15;5;20;5;7;2;9;2;;33;15;48;10;4;1;9;6;15;6;6;3;9;2;0;0;1
13.09.2026;Stadtratswahl;03403000;916;916 Briefwahl;1;1;;;;;760;760;1;759;2266;464;294;758;66;20;36;12;30;46;69;15;;;205;295;500;80;55;17;16;84;7;13;2;2;2;5;12;160;84;244;26;2;16;17;1;10;7;1;3;0;1;192;133;325;57;17;2;2;3;14;5;8;25;;;;42;38;80;5;18;4;10;1;0;;;79;17;96;7;10;;71;20;91;8;12;;11;9;20;3;5;1;13;7;20;7;;0;3;3;3;;14;3;17;3;6;1;7;1;;41;9;50;4;2;3;18;17;35;17;16;4;20;1;1;1;1
13.09.2026;Stadtratswahl;03403000;920;920 Briefwahl;1;1;;;;;624;624;0;624;1869;390;197;587;59;15;13;6;9;53;11;5;15;11;110;202;312;109;16;10;4;8;2;27;7;0;6;13;0;138;149;287;12;67;11;5;10;3;1;3;5;11;21;164;96;260;49;12;5;11;12;6;1;;;;;;75;50;125;12;1;6;1;6;14;6;4;59;7;66;3;4;;59;43;102;18;25;;6;4;10;1;2;1;16;12;28;11;1;0;0;0;0;;15;4;19;4;0;0;0;0;;43;4;47;0;4;;18;2;20;2;6;0;6;0;0;0;0
13.09.2026;Stadtratswahl;03403000;921;921 Briefwahl;1;1;;;;;750;750;4;746;2229;446;189;635;89;16;14;5;4;33;10;2;11;5;170;202;372;127;30;6;4;0;0;10;10;1;2;12;0;174;164;338;23;74;14;3;0;0;1;3;3;6;37;254;87;341;48;2;6;2;19;2;8;;;;;;77;84;161;40;3;17;0;10;11;0;3;41;11;52;3;8;;92;66;158;23;43;;25;3;28;2;1;0;15;22;37;18;4;0;0;0;0;;19;4;23;4;2;0;2;0;;21;20;41;17;3;;32;4;36;4;4;1;5;1;0;0;0
